V1,LSOA Code,age,value,sex
822666,E01007295,23,10,1
822667,E01007296,23,6,1
822668,E01007297,23,5,1
822669,E01007298,23,8,1
822670,E01007299,23,11,1
822671,E01007300,23,12,1
822672,E01007301,23,16,1
822673,E01007302,23,12,1
822674,E01007303,23,6,1
822675,E01007304,23,10,1
822676,E01007305,23,17,1
822677,E01007306,23,9,1
822678,E01007307,23,11,1
822679,E01007308,23,18,1
822680,E01007309,23,6,1
822681,E01007310,23,5,1
822682,E01007311,23,6,1
822683,E01007312,23,3,1
822684,E01007313,23,6,1
822685,E01007314,23,5,1
822686,E01007315,23,11,1
822687,E01007316,23,3,1
822688,E01032903,23,18,1
856630,E01006512,24,76,1
856631,E01006513,24,141,1
856632,E01006514,24,62,1
856633,E01006515,24,38,1
856634,E01006518,24,15,1
856635,E01006519,24,5,1
856636,E01006520,24,23,1
856637,E01006521,24,8,1
856638,E01006522,24,7,1
856639,E01006523,24,13,1
856640,E01006524,24,4,1
856641,E01006525,24,7,1
856642,E01006526,24,5,1
856643,E01006527,24,6,1
856644,E01006528,24,15,1
856645,E01006529,24,8,1
856646,E01006530,24,4,1
856647,E01006531,24,4,1
856648,E01006532,24,6,1
856649,E01006533,24,7,1
856650,E01006534,24,6,1
856651,E01006535,24,7,1
856652,E01006536,24,8,1
856653,E01006537,24,22,1
856654,E01006538,24,4,1
856655,E01006539,24,3,1
856656,E01006540,24,8,1
856657,E01006541,24,4,1
856658,E01006542,24,11,1
856659,E01006543,24,3,1
856660,E01006544,24,14,1
856661,E01006545,24,6,1
856662,E01006546,24,8,1
856663,E01006547,24,11,1
856664,E01006548,24,12,1
856665,E01006549,24,33,1
856666,E01006550,24,39,1
856667,E01006551,24,6,1
856668,E01006552,24,16,1
856669,E01006553,24,48,1
856670,E01006554,24,29,1
856671,E01006556,24,20,1
856672,E01006557,24,81,1
856673,E01006558,24,5,1
856674,E01006560,24,5,1
856675,E01006562,24,9,1
856676,E01006563,24,6,1
856677,E01006564,24,9,1
856678,E01006565,24,5,1
856679,E01006566,24,6,1
856680,E01006567,24,7,1
856681,E01006568,24,6,1
856682,E01006569,24,4,1
856683,E01006570,24,7,1
856684,E01006571,24,6,1
856685,E01006572,24,3,1
856686,E01006573,24,6,1
856687,E01006574,24,2,1
856688,E01006575,24,7,1
856689,E01006576,24,6,1
856690,E01006577,24,7,1
856691,E01006578,24,6,1
856692,E01006579,24,8,1
856693,E01006580,24,4,1
856694,E01006581,24,3,1
856695,E01006582,24,9,1
856696,E01006583,24,10,1
856697,E01006584,24,7,1
856698,E01006585,24,7,1
856699,E01006586,24,5,1
856700,E01006587,24,6,1
856701,E01006588,24,15,1
856702,E01006589,24,7,1
856703,E01006590,24,10,1
856704,E01006591,24,9,1
856705,E01006592,24,6,1
856706,E01006593,24,33,1
856707,E01006594,24,8,1
856708,E01006595,24,5,1
856709,E01006596,24,4,1
856710,E01006597,24,6,1
856711,E01006598,24,11,1
856712,E01006599,24,9,1
856713,E01006600,24,2,1
856714,E01006603,24,3,1
856715,E01006604,24,7,1
856716,E01006605,24,6,1
856717,E01006606,24,5,1
856718,E01006607,24,7,1
856719,E01006608,24,4,1
856720,E01006609,24,6,1
856721,E01006610,24,6,1
856722,E01006611,24,8,1
856723,E01006612,24,1,1
856724,E01006613,24,5,1
856725,E01006614,24,4,1
856726,E01006615,24,9,1
856727,E01006616,24,5,1
856728,E01006617,24,4,1
856729,E01006618,24,9,1
856730,E01006619,24,6,1
856731,E01006620,24,7,1
856732,E01006621,24,9,1
856733,E01006622,24,6,1
856734,E01006623,24,5,1
856735,E01006624,24,14,1
856736,E01006625,24,8,1
856737,E01006626,24,8,1
856738,E01006627,24,6,1
856739,E01006628,24,15,1
856740,E01006629,24,5,1
856741,E01006630,24,12,1
856742,E01006632,24,13,1
856743,E01006633,24,5,1
856744,E01006637,24,5,1
856745,E01006638,24,5,1
856746,E01006639,24,5,1
856747,E01006640,24,5,1
856748,E01006641,24,8,1
856749,E01006642,24,4,1
856750,E01006643,24,8,1
856751,E01006644,24,12,1
856752,E01006645,24,3,1
856753,E01006646,24,21,1
856754,E01006647,24,13,1
856755,E01006648,24,50,1
856756,E01006651,24,4,1
856757,E01006652,24,7,1
856758,E01006653,24,7,1
856759,E01006654,24,7,1
856760,E01006655,24,8,1
856761,E01006656,24,12,1
856762,E01006657,24,7,1
856763,E01006658,24,5,1
856764,E01006659,24,26,1
856765,E01006660,24,4,1
856766,E01006661,24,5,1
856767,E01006662,24,11,1
856768,E01006663,24,5,1
856769,E01006664,24,7,1
856770,E01006665,24,7,1
856771,E01006666,24,8,1
856772,E01006667,24,6,1
856773,E01006668,24,7,1
856774,E01006669,24,8,1
856775,E01006670,24,9,1
856776,E01006671,24,7,1
856777,E01006672,24,9,1
856778,E01006673,24,37,1
856779,E01006674,24,12,1
856780,E01006675,24,15,1
856781,E01006676,24,18,1
856782,E01006677,24,4,1
856783,E01006678,24,20,1
856784,E01006679,24,21,1
856785,E01006680,24,8,1
856786,E01006681,24,4,1
856787,E01006682,24,5,1
856788,E01006683,24,4,1
856789,E01006684,24,11,1
856790,E01006685,24,6,1
856791,E01006686,24,11,1
856792,E01006687,24,6,1
856793,E01006688,24,7,1
856794,E01006689,24,3,1
856795,E01006690,24,26,1
856796,E01006691,24,18,1
856797,E01006692,24,18,1
856798,E01006693,24,8,1
856799,E01006694,24,26,1
856800,E01006695,24,22,1
856801,E01006696,24,22,1
856802,E01006697,24,28,1
856803,E01006698,24,8,1
856804,E01006699,24,6,1
856805,E01006700,24,12,1
856806,E01006701,24,8,1
856807,E01006702,24,6,1
856808,E01006703,24,10,1
856809,E01006705,24,6,1
856810,E01006706,24,8,1
856811,E01006707,24,2,1
856812,E01006708,24,4,1
856813,E01006709,24,5,1
856814,E01006710,24,6,1
856815,E01006711,24,8,1
856816,E01006712,24,5,1
856817,E01006713,24,6,1
856818,E01006716,24,9,1
856819,E01006717,24,7,1
856820,E01006718,24,5,1
856821,E01006719,24,9,1
856822,E01006720,24,26,1
856823,E01006721,24,19,1
856824,E01006722,24,54,1
856825,E01006723,24,35,1
856826,E01006724,24,49,1
856827,E01006725,24,12,1
856828,E01006726,24,22,1
856829,E01006727,24,9,1
856830,E01006728,24,23,1
856831,E01006729,24,7,1
856832,E01006730,24,7,1
856833,E01006731,24,6,1
856834,E01006732,24,4,1
856835,E01006734,24,4,1
856836,E01006735,24,8,1
856837,E01006736,24,4,1
856838,E01006737,24,7,1
856839,E01006738,24,5,1
856840,E01006739,24,8,1
856841,E01006740,24,12,1
856842,E01006741,24,8,1
856843,E01006742,24,3,1
856844,E01006743,24,14,1
856845,E01006744,24,5,1
856846,E01006745,24,12,1
856847,E01006746,24,31,1
856848,E01006747,24,316,1
856849,E01006748,24,88,1
856850,E01006751,24,96,1
856851,E01006752,24,6,1
856852,E01006753,24,5,1
856853,E01006754,24,12,1
856854,E01006755,24,4,1
856855,E01006756,24,3,1
856856,E01006757,24,6,1
856857,E01006758,24,7,1
856858,E01006759,24,7,1
856859,E01006760,24,23,1
856860,E01006761,24,8,1
856861,E01006762,24,7,1
856862,E01006763,24,5,1
856863,E01006764,24,8,1
856864,E01006765,24,9,1
856865,E01006766,24,8,1
856866,E01006767,24,17,1
856867,E01006768,24,5,1
856868,E01006769,24,5,1
856869,E01006770,24,8,1
856870,E01006771,24,9,1
856871,E01006772,24,5,1
856872,E01006773,24,4,1
856873,E01006774,24,7,1
856874,E01006775,24,6,1
856875,E01006776,24,9,1
856876,E01006778,24,14,1
856877,E01006779,24,11,1
856878,E01006780,24,8,1
856879,E01006781,24,5,1
856880,E01006782,24,7,1
856881,E01006783,24,6,1
856882,E01006784,24,4,1
856883,E01006785,24,7,1
856884,E01006786,24,7,1
856885,E01006787,24,26,1
856886,E01006788,24,9,1
856887,E01006790,24,13,1
856888,E01006791,24,10,1
856889,E01006792,24,6,1
856890,E01006793,24,5,1
856891,E01006794,24,7,1
856892,E01006795,24,4,1
856893,E01006796,24,2,1
856894,E01006797,24,11,1
856895,E01006798,24,2,1
856896,E01006799,24,2,1
856897,E01006800,24,2,1
856898,E01006801,24,5,1
856899,E01032505,24,3,1
856900,E01032506,24,7,1
856901,E01032507,24,7,1
856902,E01032508,24,10,1
856903,E01032509,24,4,1
856904,E01032510,24,7,1
856905,E01032511,24,4,1
856906,E01033747,24,11,1
856907,E01033748,24,22,1
856908,E01033749,24,3,1
856909,E01033750,24,62,1
856910,E01033751,24,50,1
856911,E01033752,24,78,1
856912,E01033753,24,31,1
856913,E01033754,24,70,1
856914,E01033755,24,54,1
856915,E01033756,24,75,1
856916,E01033757,24,97,1
856917,E01033758,24,112,1
856918,E01033759,24,10,1
856919,E01033760,24,92,1
856920,E01033761,24,93,1
856921,E01033762,24,101,1
856922,E01033763,24,38,1
856923,E01033764,24,9,1
856924,E01033765,24,7,1
856925,E01033766,24,5,1
856926,E01033767,24,7,1
856927,E01033768,24,18,1
857236,E01007110,24,8,1
857237,E01007111,24,4,1
857238,E01007112,24,11,1
857239,E01007113,24,7,1
857240,E01007114,24,9,1
857241,E01007115,24,11,1
857242,E01007116,24,10,1
857243,E01007117,24,5,1
857244,E01007118,24,10,1
857245,E01007119,24,17,1
857246,E01007120,24,12,1
857247,E01007121,24,14,1
857248,E01007122,24,10,1
857249,E01007123,24,10,1
857250,E01007124,24,9,1
857251,E01007125,24,9,1
857252,E01007126,24,21,1
857253,E01007127,24,14,1
857254,E01007128,24,7,1
857255,E01007129,24,6,1
857256,E01007130,24,9,1
857257,E01007131,24,4,1
857258,E01007133,24,9,1
857259,E01007135,24,10,1
857260,E01007136,24,10,1
857261,E01007137,24,6,1
857262,E01007138,24,10,1
857263,E01007139,24,12,1
857264,E01007140,24,15,1
857265,E01007141,24,4,1
857266,E01007142,24,13,1
857267,E01007143,24,9,1
857268,E01007144,24,12,1
857269,E01007145,24,6,1
857270,E01007146,24,6,1
857271,E01007147,24,5,1
857272,E01007148,24,8,1
857273,E01007149,24,9,1
857274,E01007150,24,10,1
857275,E01007151,24,7,1
857276,E01007152,24,2,1
857277,E01007153,24,13,1
857278,E01007154,24,2,1
857279,E01007155,24,15,1
857280,E01007156,24,10,1
857281,E01007157,24,8,1
857282,E01007158,24,9,1
857283,E01007159,24,7,1
857284,E01007160,24,9,1
857285,E01007161,24,13,1
857286,E01007162,24,13,1
857287,E01007163,24,15,1
857288,E01007164,24,7,1
857289,E01007165,24,6,1
857290,E01007166,24,7,1
857291,E01007167,24,10,1
857292,E01007168,24,6,1
857293,E01007169,24,8,1
857294,E01007170,24,6,1
857295,E01007171,24,9,1
857296,E01007172,24,2,1
857297,E01007173,24,10,1
857298,E01007174,24,14,1
857299,E01007175,24,15,1
857300,E01007176,24,7,1
857301,E01007177,24,6,1
857302,E01007178,24,8,1
857303,E01007179,24,8,1
857304,E01007180,24,9,1
857305,E01007181,24,11,1
857306,E01007182,24,5,1
857307,E01007183,24,8,1
857308,E01007184,24,4,1
857309,E01007185,24,8,1
857310,E01007186,24,3,1
857311,E01007187,24,4,1
857312,E01007188,24,4,1
857313,E01007189,24,3,1
857314,E01007190,24,9,1
857315,E01007191,24,7,1
857316,E01007192,24,4,1
857317,E01007193,24,3,1
857318,E01007194,24,6,1
857319,E01007195,24,10,1
857320,E01007196,24,4,1
857321,E01007197,24,3,1
857322,E01007198,24,17,1
857323,E01007199,24,6,1
857324,E01007200,24,10,1
857325,E01007201,24,3,1
857326,E01007202,24,13,1
857327,E01007203,24,8,1
857328,E01007204,24,14,1
857329,E01007205,24,18,1
857330,E01007206,24,5,1
857331,E01007207,24,3,1
857332,E01007208,24,14,1
857333,E01007209,24,9,1
857334,E01007210,24,13,1
857335,E01007211,24,12,1
857336,E01007212,24,9,1
857337,E01007213,24,8,1
857338,E01007214,24,6,1
857339,E01007215,24,11,1
857340,E01007216,24,13,1
857341,E01007217,24,20,1
857342,E01007218,24,7,1
857343,E01007219,24,7,1
857344,E01007220,24,7,1
857345,E01007221,24,7,1
857346,E01007222,24,5,1
857347,E01007223,24,5,1
857348,E01007224,24,6,1
857349,E01007225,24,13,1
857350,E01007226,24,13,1
857351,E01007227,24,13,1
857352,E01007228,24,5,1
857353,E01007229,24,11,1
857354,E01007230,24,2,1
857355,E01007231,24,4,1
857356,E01007232,24,6,1
857357,E01007233,24,23,1
857358,E01007234,24,8,1
857359,E01007235,24,7,1
857360,E01007236,24,5,1
857361,E01007237,24,6,1
857362,E01007238,24,11,1
857363,E01007239,24,12,1
857364,E01007240,24,10,1
857365,E01007241,24,7,1
857366,E01007242,24,5,1
857367,E01007243,24,5,1
857368,E01007244,24,11,1
857369,E01007245,24,6,1
857370,E01007246,24,10,1
857371,E01007247,24,14,1
857372,E01007248,24,4,1
857373,E01007249,24,6,1
857374,E01007250,24,10,1
857375,E01007251,24,8,1
857376,E01007252,24,7,1
857377,E01007253,24,3,1
857378,E01007254,24,23,1
857379,E01007255,24,4,1
857380,E01007256,24,5,1
857381,E01007257,24,6,1
857382,E01007258,24,7,1
857383,E01007259,24,5,1
857384,E01007260,24,8,1
857385,E01007261,24,4,1
857386,E01007262,24,9,1
857387,E01007263,24,8,1
857388,E01007264,24,5,1
857389,E01007265,24,9,1
857390,E01007266,24,7,1
857391,E01007267,24,5,1
857392,E01007268,24,5,1
857393,E01007269,24,16,1
857394,E01007270,24,13,1
857395,E01007271,24,6,1
857396,E01007272,24,14,1
857397,E01007273,24,8,1
857398,E01007274,24,8,1
857399,E01007275,24,11,1
857400,E01007276,24,11,1
857401,E01007277,24,11,1
857402,E01007278,24,8,1
857403,E01007279,24,10,1
857404,E01007280,24,15,1
857405,E01007281,24,3,1
857406,E01007282,24,5,1
857407,E01007283,24,4,1
857408,E01007284,24,8,1
857409,E01007285,24,8,1
857410,E01007286,24,2,1
857411,E01007287,24,6,1
857412,E01007288,24,6,1
857413,E01007289,24,14,1
857414,E01007290,24,10,1
857415,E01007291,24,28,1
857416,E01007292,24,9,1
857417,E01007293,24,9,1
857418,E01007294,24,10,1
857419,E01007295,24,18,1
857420,E01007296,24,5,1
857421,E01007297,24,6,1
857422,E01007298,24,5,1
857423,E01007299,24,9,1
857424,E01007300,24,13,1
857425,E01007301,24,7,1
857426,E01007302,24,12,1
857427,E01007303,24,5,1
857428,E01007304,24,6,1
857429,E01007305,24,6,1
857430,E01007306,24,7,1
857431,E01007307,24,12,1
857432,E01007308,24,9,1
857433,E01007309,24,9,1
857434,E01007310,24,7,1
857435,E01007311,24,7,1
857436,E01007312,24,4,1
857437,E01007313,24,10,1
857438,E01007314,24,5,1
857439,E01007315,24,11,1
857440,E01007316,24,10,1
857441,E01032903,24,12,1
891383,E01006512,25,72,1
891384,E01006513,25,98,1
891385,E01006514,25,47,1
891386,E01006515,25,30,1
891387,E01006518,25,10,1
891388,E01006519,25,3,1
891389,E01006520,25,25,1
891390,E01006521,25,15,1
891391,E01006522,25,29,1
891392,E01006523,25,17,1
891393,E01006524,25,34,1
891394,E01006525,25,4,1
891395,E01006526,25,2,1
891396,E01006527,25,15,1
891397,E01006528,25,14,1
891398,E01006529,25,9,1
891399,E01006530,25,4,1
891400,E01006531,25,6,1
891401,E01006532,25,5,1
891402,E01006533,25,5,1
891403,E01006534,25,15,1
891404,E01006535,25,6,1
891405,E01006536,25,16,1
891406,E01006537,25,32,1
891407,E01006538,25,9,1
891408,E01006539,25,6,1
891409,E01006540,25,24,1
891410,E01006541,25,10,1
891411,E01006542,25,13,1
891412,E01006543,25,8,1
891413,E01006544,25,7,1
891414,E01006545,25,9,1
891415,E01006546,25,14,1
891416,E01006547,25,13,1
891417,E01006548,25,7,1
891418,E01006549,25,28,1
891419,E01006550,25,11,1
891420,E01006551,25,22,1
891421,E01006552,25,29,1
891422,E01006553,25,22,1
891423,E01006554,25,16,1
891424,E01006556,25,18,1
891425,E01006557,25,30,1
891426,E01006558,25,6,1
891427,E01006560,25,10,1
891428,E01006562,25,11,1
891429,E01006563,25,12,1
891430,E01006564,25,8,1
891431,E01006565,25,5,1
891432,E01006566,25,5,1
891433,E01006567,25,14,1
891434,E01006568,25,9,1
891435,E01006569,25,9,1
891436,E01006570,25,16,1
891437,E01006571,25,9,1
891438,E01006572,25,5,1
891439,E01006573,25,11,1
891440,E01006574,25,10,1
891441,E01006575,25,8,1
891442,E01006576,25,13,1
891443,E01006577,25,3,1
891444,E01006578,25,5,1
891445,E01006579,25,6,1
891446,E01006580,25,6,1
891447,E01006581,25,9,1
891448,E01006582,25,13,1
891449,E01006583,25,8,1
891450,E01006584,25,8,1
891451,E01006585,25,4,1
891452,E01006586,25,21,1
891453,E01006587,25,10,1
891454,E01006588,25,9,1
891455,E01006589,25,5,1
891456,E01006590,25,17,1
891457,E01006591,25,11,1
891458,E01006592,25,10,1
891459,E01006593,25,12,1
891460,E01006594,25,2,1
891461,E01006595,25,9,1
891462,E01006596,25,3,1
891463,E01006597,25,6,1
891464,E01006598,25,8,1
891465,E01006599,25,15,1
891466,E01006600,25,8,1
891467,E01006603,25,8,1
891468,E01006604,25,10,1
891469,E01006605,25,9,1
891470,E01006606,25,8,1
891471,E01006607,25,10,1
891472,E01006608,25,5,1
891473,E01006609,25,7,1
891474,E01006610,25,5,1
891475,E01006611,25,10,1
891476,E01006612,25,6,1
891477,E01006613,25,7,1
891478,E01006614,25,9,1
891479,E01006615,25,7,1
891480,E01006616,25,4,1
891481,E01006617,25,9,1
891482,E01006618,25,10,1
891483,E01006619,25,9,1
891484,E01006620,25,5,1
891485,E01006621,25,6,1
891486,E01006622,25,7,1
891487,E01006623,25,9,1
891488,E01006624,25,7,1
891489,E01006625,25,6,1
891490,E01006626,25,7,1
891491,E01006627,25,7,1
891492,E01006628,25,17,1
891493,E01006629,25,4,1
891494,E01006630,25,10,1
891495,E01006632,25,20,1
891496,E01006633,25,4,1
891497,E01006637,25,6,1
891498,E01006638,25,8,1
891499,E01006639,25,7,1
891500,E01006640,25,6,1
891501,E01006641,25,9,1
891502,E01006642,25,3,1
891503,E01006643,25,16,1
891504,E01006644,25,18,1
891505,E01006645,25,7,1
891506,E01006646,25,33,1
891507,E01006647,25,5,1
891508,E01006648,25,45,1
891509,E01006651,25,11,1
891510,E01006652,25,4,1
891511,E01006653,25,9,1
891512,E01006654,25,5,1
891513,E01006655,25,11,1
891514,E01006656,25,7,1
891515,E01006657,25,11,1
891516,E01006658,25,9,1
891517,E01006659,25,29,1
891518,E01006660,25,7,1
891519,E01006661,25,10,1
891520,E01006662,25,11,1
891521,E01006663,25,6,1
891522,E01006664,25,11,1
891523,E01006665,25,8,1
891524,E01006666,25,10,1
891525,E01006667,25,4,1
891526,E01006668,25,6,1
891527,E01006669,25,12,1
891528,E01006670,25,6,1
891529,E01006671,25,10,1
891530,E01006672,25,8,1
891531,E01006673,25,41,1
891532,E01006674,25,16,1
891533,E01006675,25,30,1
891534,E01006676,25,17,1
891535,E01006677,25,5,1
891536,E01006678,25,21,1
891537,E01006679,25,19,1
891538,E01006680,25,8,1
891539,E01006681,25,11,1
891540,E01006682,25,6,1
891541,E01006683,25,4,1
891542,E01006684,25,10,1
891543,E01006685,25,4,1
891544,E01006686,25,7,1
891545,E01006687,25,10,1
891546,E01006688,25,18,1
891547,E01006689,25,7,1
891548,E01006690,25,18,1
891549,E01006691,25,20,1
891550,E01006692,25,27,1
891551,E01006693,25,18,1
891552,E01006694,25,17,1
891553,E01006695,25,28,1
891554,E01006696,25,21,1
891555,E01006697,25,21,1
891556,E01006698,25,11,1
891557,E01006699,25,14,1
891558,E01006700,25,13,1
891559,E01006701,25,5,1
891560,E01006702,25,9,1
891561,E01006703,25,11,1
891562,E01006705,25,12,1
891563,E01006706,25,5,1
891564,E01006707,25,9,1
891565,E01006708,25,7,1
891566,E01006709,25,8,1
891567,E01006710,25,9,1
891568,E01006711,25,5,1
891569,E01006712,25,4,1
891570,E01006713,25,15,1
891571,E01006716,25,11,1
891572,E01006717,25,10,1
891573,E01006718,25,10,1
891574,E01006719,25,8,1
891575,E01006720,25,19,1
891576,E01006721,25,15,1
891577,E01006722,25,28,1
891578,E01006723,25,21,1
891579,E01006724,25,19,1
891580,E01006725,25,14,1
891581,E01006726,25,19,1
891582,E01006727,25,8,1
891583,E01006728,25,28,1
891584,E01006729,25,6,1
891585,E01006730,25,10,1
891586,E01006731,25,9,1
891587,E01006732,25,11,1
891588,E01006734,25,12,1
891589,E01006735,25,7,1
891590,E01006736,25,11,1
891591,E01006737,25,5,1
891592,E01006738,25,8,1
891593,E01006739,25,6,1
891594,E01006740,25,11,1
891595,E01006741,25,6,1
891596,E01006742,25,6,1
891597,E01006743,25,19,1
891598,E01006744,25,12,1
891599,E01006745,25,24,1
891600,E01006746,25,19,1
891601,E01006747,25,100,1
891602,E01006748,25,27,1
891603,E01006751,25,42,1
891604,E01006752,25,8,1
891605,E01006753,25,6,1
891606,E01006754,25,16,1
891607,E01006755,25,10,1
891608,E01006756,25,9,1
891609,E01006757,25,9,1
891610,E01006758,25,9,1
891611,E01006759,25,6,1
891612,E01006760,25,15,1
891613,E01006761,25,10,1
891614,E01006762,25,11,1
891615,E01006763,25,12,1
891616,E01006764,25,23,1
891617,E01006765,25,13,1
891618,E01006766,25,10,1
891619,E01006767,25,15,1
891620,E01006768,25,6,1
891621,E01006769,25,7,1
891622,E01006770,25,2,1
891623,E01006771,25,9,1
891624,E01006772,25,3,1
891625,E01006773,25,8,1
891626,E01006774,25,14,1
891627,E01006775,25,7,1
891628,E01006776,25,11,1
891629,E01006778,25,28,1
891630,E01006779,25,13,1
891631,E01006780,25,9,1
891632,E01006781,25,9,1
891633,E01006782,25,11,1
891634,E01006783,25,7,1
891635,E01006784,25,8,1
891636,E01006785,25,11,1
891637,E01006786,25,12,1
891638,E01006787,25,32,1
891639,E01006788,25,18,1
891640,E01006790,25,10,1
891641,E01006791,25,13,1
891642,E01006792,25,2,1
891643,E01006793,25,7,1
891644,E01006794,25,5,1
891645,E01006795,25,8,1
891646,E01006796,25,5,1
891647,E01006797,25,8,1
891648,E01006798,25,7,1
891649,E01006799,25,5,1
891650,E01006800,25,5,1
891651,E01006801,25,6,1
891652,E01032505,25,6,1
891653,E01032506,25,16,1
891654,E01032507,25,10,1
891655,E01032508,25,11,1
891656,E01032509,25,14,1
891657,E01032510,25,20,1
891658,E01032511,25,3,1
891659,E01033747,25,9,1
891660,E01033748,25,31,1
891661,E01033749,25,22,1
891662,E01033750,25,84,1
891663,E01033751,25,53,1
891664,E01033752,25,89,1
891665,E01033753,25,30,1
891666,E01033754,25,80,1
891667,E01033755,25,50,1
891668,E01033756,25,53,1
891669,E01033757,25,36,1
891670,E01033758,25,98,1
891671,E01033759,25,15,1
891672,E01033760,25,47,1
891673,E01033761,25,81,1
891674,E01033762,25,65,1
891675,E01033763,25,25,1
891676,E01033764,25,14,1
891677,E01033765,25,11,1
891678,E01033766,25,10,1
891679,E01033767,25,7,1
891680,E01033768,25,26,1
891989,E01007110,25,8,1
891990,E01007111,25,5,1
891991,E01007112,25,10,1
891992,E01007113,25,3,1
891993,E01007114,25,10,1
891994,E01007115,25,12,1
891995,E01007116,25,11,1
891996,E01007117,25,9,1
891997,E01007118,25,7,1
891998,E01007119,25,12,1
891999,E01007120,25,9,1
892000,E01007121,25,7,1
892001,E01007122,25,7,1
892002,E01007123,25,9,1
892003,E01007124,25,5,1
892004,E01007125,25,7,1
892005,E01007126,25,19,1
892006,E01007127,25,10,1
892007,E01007128,25,5,1
892008,E01007129,25,8,1
892009,E01007130,25,11,1
892010,E01007131,25,6,1
892011,E01007133,25,6,1
892012,E01007135,25,4,1
892013,E01007136,25,10,1
892014,E01007137,25,4,1
892015,E01007138,25,13,1
892016,E01007139,25,8,1
892017,E01007140,25,10,1
892018,E01007141,25,5,1
892019,E01007142,25,13,1
892020,E01007143,25,8,1
892021,E01007144,25,3,1
892022,E01007145,25,3,1
892023,E01007146,25,10,1
892024,E01007147,25,4,1
892025,E01007148,25,4,1
892026,E01007149,25,11,1
892027,E01007150,25,4,1
892028,E01007151,25,16,1
892029,E01007152,25,7,1
892030,E01007153,25,3,1
892031,E01007154,25,5,1
892032,E01007155,25,18,1
892033,E01007156,25,4,1
892034,E01007157,25,7,1
892035,E01007158,25,13,1
892036,E01007159,25,9,1
892037,E01007160,25,12,1
892038,E01007161,25,8,1
892039,E01007162,25,10,1
892040,E01007163,25,16,1
892041,E01007164,25,10,1
892042,E01007165,25,12,1
892043,E01007166,25,8,1
892044,E01007167,25,6,1
892045,E01007168,25,8,1
892046,E01007169,25,12,1
892047,E01007170,25,3,1
892048,E01007171,25,13,1
892049,E01007172,25,10,1
892050,E01007173,25,9,1
892051,E01007174,25,5,1
892052,E01007175,25,15,1
892053,E01007176,25,4,1
892054,E01007177,25,3,1
892055,E01007178,25,14,1
892056,E01007179,25,9,1
892057,E01007180,25,7,1
892058,E01007181,25,7,1
892059,E01007182,25,5,1
892060,E01007183,25,7,1
892061,E01007184,25,4,1
892062,E01007185,25,6,1
892063,E01007186,25,3,1
892064,E01007187,25,6,1
892065,E01007188,25,5,1
892066,E01007189,25,5,1
892067,E01007190,25,2,1
892068,E01007191,25,6,1
892069,E01007192,25,3,1
892070,E01007193,25,9,1
892071,E01007194,25,7,1
892072,E01007195,25,3,1
892073,E01007196,25,6,1
892074,E01007197,25,5,1
892075,E01007198,25,9,1
892076,E01007199,25,3,1
892077,E01007200,25,6,1
892078,E01007201,25,7,1
892079,E01007202,25,9,1
892080,E01007203,25,16,1
892081,E01007204,25,10,1
892082,E01007205,25,8,1
892083,E01007206,25,14,1
892084,E01007207,25,6,1
892085,E01007208,25,9,1
892086,E01007209,25,4,1
892087,E01007210,25,4,1
892088,E01007211,25,9,1
892089,E01007212,25,5,1
892090,E01007213,25,5,1
892091,E01007214,25,10,1
892092,E01007215,25,9,1
892093,E01007216,25,14,1
892094,E01007217,25,13,1
892095,E01007218,25,10,1
892096,E01007219,25,6,1
892097,E01007220,25,9,1
892098,E01007221,25,8,1
892099,E01007222,25,6,1
892100,E01007223,25,8,1
892101,E01007224,25,5,1
892102,E01007225,25,7,1
892103,E01007226,25,6,1
892104,E01007227,25,9,1
892105,E01007228,25,6,1
892106,E01007229,25,8,1
892107,E01007230,25,4,1
892108,E01007231,25,7,1
892109,E01007232,25,11,1
892110,E01007233,25,8,1
892111,E01007234,25,10,1
892112,E01007235,25,8,1
892113,E01007236,25,7,1
892114,E01007237,25,13,1
892115,E01007238,25,16,1
892116,E01007239,25,13,1
892117,E01007240,25,13,1
892118,E01007241,25,5,1
892119,E01007242,25,10,1
892120,E01007243,25,8,1
892121,E01007244,25,14,1
892122,E01007245,25,9,1
892123,E01007246,25,9,1
892124,E01007247,25,10,1
892125,E01007248,25,8,1
892126,E01007249,25,9,1
892127,E01007250,25,4,1
892128,E01007251,25,12,1
892129,E01007252,25,4,1
892130,E01007253,25,3,1
892131,E01007254,25,12,1
892132,E01007255,25,8,1
892133,E01007256,25,8,1
892134,E01007257,25,6,1
892135,E01007258,25,5,1
892136,E01007259,25,4,1
892137,E01007260,25,9,1
892138,E01007261,25,5,1
892139,E01007262,25,6,1
892140,E01007263,25,9,1
892141,E01007264,25,15,1
892142,E01007265,25,4,1
892143,E01007266,25,8,1
892144,E01007267,25,6,1
892145,E01007268,25,1,1
892146,E01007269,25,16,1
892147,E01007270,25,11,1
892148,E01007271,25,13,1
892149,E01007272,25,25,1
892150,E01007273,25,19,1
892151,E01007274,25,12,1
892152,E01007275,25,8,1
892153,E01007276,25,8,1
892154,E01007277,25,7,1
892155,E01007278,25,15,1
892156,E01007279,25,5,1
892157,E01007280,25,10,1
892158,E01007281,25,3,1
892159,E01007282,25,5,1
892160,E01007283,25,9,1
892161,E01007284,25,8,1
