V1,LSOA Code,age,value,sex
22558,E01006512,0,7,1
22559,E01006513,0,6,1
22560,E01006514,0,5,1
22561,E01006515,0,9,1
22562,E01006518,0,6,1
22563,E01006519,0,2,1
22564,E01006520,0,4,1
22565,E01006521,0,6,1
22566,E01006522,0,8,1
22567,E01006523,0,5,1
22568,E01006524,0,4,1
22569,E01006525,0,10,1
22570,E01006526,0,8,1
22571,E01006527,0,7,1
22572,E01006528,0,14,1
22573,E01006529,0,6,1
22574,E01006530,0,12,1
22575,E01006531,0,5,1
22576,E01006532,0,11,1
22577,E01006533,0,8,1
22578,E01006534,0,8,1
22579,E01006535,0,11,1
22580,E01006536,0,7,1
22581,E01006537,0,24,1
22582,E01006538,0,7,1
22583,E01006539,0,1,1
22584,E01006540,0,14,1
22585,E01006541,0,11,1
22586,E01006542,0,5,1
22587,E01006543,0,9,1
22588,E01006544,0,10,1
22589,E01006545,0,10,1
22590,E01006546,0,10,1
22591,E01006547,0,18,1
22592,E01006548,0,13,1
22593,E01006549,0,2,1
22594,E01006550,0,5,1
22595,E01006551,0,5,1
22596,E01006552,0,36,1
22597,E01006553,0,6,1
22598,E01006554,0,5,1
22599,E01006556,0,22,1
22600,E01006557,0,2,1
22601,E01006558,0,17,1
22602,E01006560,0,12,1
22603,E01006562,0,11,1
22604,E01006563,0,8,1
22605,E01006564,0,13,1
22606,E01006565,0,9,1
22607,E01006566,0,8,1
22608,E01006567,0,10,1
22609,E01006568,0,9,1
22610,E01006569,0,10,1
22611,E01006570,0,6,1
22612,E01006571,0,10,1
22613,E01006572,0,6,1
22614,E01006573,0,10,1
22615,E01006574,0,10,1
22616,E01006575,0,15,1
22617,E01006576,0,17,1
22618,E01006577,0,5,1
22619,E01006578,0,4,1
22620,E01006579,0,11,1
22621,E01006580,0,7,1
22622,E01006581,0,5,1
22623,E01006582,0,4,1
22624,E01006583,0,4,1
22625,E01006584,0,7,1
22626,E01006585,0,5,1
22627,E01006586,0,18,1
22628,E01006587,0,8,1
22629,E01006588,0,14,1
22630,E01006589,0,12,1
22631,E01006590,0,9,1
22632,E01006591,0,11,1
22633,E01006592,0,2,1
22634,E01006593,0,13,1
22635,E01006594,0,9,1
22636,E01006595,0,22,1
22637,E01006596,0,7,1
22638,E01006597,0,5,1
22639,E01006598,0,19,1
22640,E01006599,0,27,1
22641,E01006600,0,7,1
22642,E01006603,0,4,1
22643,E01006604,0,11,1
22644,E01006605,0,12,1
22645,E01006606,0,7,1
22646,E01006607,0,11,1
22647,E01006608,0,3,1
22648,E01006609,0,9,1
22649,E01006610,0,13,1
22650,E01006611,0,18,1
22651,E01006612,0,12,1
22652,E01006613,0,8,1
22653,E01006614,0,10,1
22654,E01006615,0,10,1
22655,E01006616,0,7,1
22656,E01006617,0,4,1
22657,E01006618,0,9,1
22658,E01006619,0,12,1
22659,E01006620,0,2,1
22660,E01006621,0,9,1
22661,E01006622,0,6,1
22662,E01006623,0,4,1
22663,E01006624,0,4,1
22664,E01006625,0,3,1
22665,E01006626,0,1,1
22666,E01006627,0,3,1
22667,E01006628,0,9,1
22668,E01006629,0,18,1
22669,E01006630,0,13,1
22670,E01006632,0,8,1
22671,E01006633,0,11,1
22672,E01006637,0,13,1
22673,E01006638,0,9,1
22674,E01006639,0,13,1
22675,E01006640,0,8,1
22676,E01006641,0,14,1
22677,E01006642,0,7,1
22678,E01006643,0,14,1
22679,E01006644,0,17,1
22680,E01006645,0,4,1
22681,E01006646,0,9,1
22682,E01006647,0,13,1
22683,E01006648,0,16,1
22684,E01006651,0,11,1
22685,E01006652,0,14,1
22686,E01006653,0,13,1
22687,E01006654,0,4,1
22688,E01006655,0,12,1
22689,E01006656,0,6,1
22690,E01006657,0,9,1
22691,E01006658,0,14,1
22692,E01006659,0,6,1
22693,E01006660,0,5,1
22694,E01006661,0,8,1
22695,E01006662,0,18,1
22696,E01006663,0,9,1
22697,E01006664,0,16,1
22698,E01006665,0,5,1
22699,E01006666,0,5,1
22700,E01006667,0,2,1
22701,E01006668,0,12,1
22702,E01006669,0,4,1
22703,E01006670,0,14,1
22704,E01006671,0,3,1
22705,E01006672,0,18,1
22706,E01006673,0,13,1
22707,E01006674,0,12,1
22708,E01006675,0,11,1
22709,E01006676,0,13,1
22710,E01006677,0,18,1
22711,E01006678,0,13,1
22712,E01006679,0,20,1
22713,E01006680,0,8,1
22714,E01006681,0,14,1
22715,E01006682,0,7,1
22716,E01006683,0,9,1
22717,E01006684,0,10,1
22718,E01006685,0,6,1
22719,E01006686,0,19,1
22720,E01006687,0,12,1
22721,E01006688,0,13,1
22722,E01006689,0,14,1
22723,E01006690,0,26,1
22724,E01006691,0,12,1
22725,E01006692,0,27,1
22726,E01006693,0,10,1
22727,E01006694,0,16,1
22728,E01006695,0,9,1
22729,E01006696,0,11,1
22730,E01006697,0,14,1
22731,E01006698,0,16,1
22732,E01006699,0,16,1
22733,E01006700,0,10,1
22734,E01006701,0,13,1
22735,E01006702,0,5,1
22736,E01006703,0,9,1
22737,E01006705,0,9,1
22738,E01006706,0,8,1
22739,E01006707,0,10,1
22740,E01006708,0,14,1
22741,E01006709,0,11,1
22742,E01006710,0,9,1
22743,E01006711,0,14,1
22744,E01006712,0,6,1
22745,E01006713,0,10,1
22746,E01006716,0,14,1
22747,E01006717,0,6,1
22748,E01006718,0,6,1
22749,E01006719,0,8,1
22750,E01006720,0,20,1
22751,E01006721,0,16,1
22752,E01006722,0,3,1
22753,E01006723,0,3,1
22754,E01006724,0,5,1
22755,E01006725,0,12,1
22756,E01006726,0,8,1
22757,E01006727,0,9,1
22758,E01006728,0,22,1
22759,E01006729,0,8,1
22760,E01006730,0,10,1
22761,E01006731,0,8,1
22762,E01006732,0,11,1
22763,E01006734,0,3,1
22764,E01006735,0,10,1
22765,E01006736,0,12,1
22766,E01006737,0,13,1
22767,E01006738,0,7,1
22768,E01006739,0,25,1
22769,E01006740,0,14,1
22770,E01006741,0,15,1
22771,E01006742,0,13,1
22772,E01006743,0,9,1
22773,E01006744,0,9,1
22774,E01006745,0,14,1
22775,E01006746,0,10,1
22776,E01006747,0,5,1
22777,E01006748,0,2,1
22778,E01006751,0,15,1
22779,E01006752,0,6,1
22780,E01006753,0,10,1
22781,E01006754,0,13,1
22782,E01006755,0,18,1
22783,E01006756,0,14,1
22784,E01006757,0,11,1
22785,E01006758,0,20,1
22786,E01006759,0,6,1
22787,E01006760,0,13,1
22788,E01006761,0,15,1
22789,E01006762,0,13,1
22790,E01006763,0,19,1
22791,E01006764,0,15,1
22792,E01006765,0,8,1
22793,E01006766,0,5,1
22794,E01006767,0,10,1
22795,E01006768,0,6,1
22796,E01006769,0,3,1
22797,E01006770,0,4,1
22798,E01006771,0,10,1
22799,E01006772,0,3,1
22800,E01006773,0,9,1
22801,E01006774,0,9,1
22802,E01006775,0,5,1
22803,E01006776,0,11,1
22804,E01006778,0,22,1
22805,E01006779,0,12,1
22806,E01006780,0,13,1
22807,E01006781,0,13,1
22808,E01006782,0,7,1
22809,E01006783,0,5,1
22810,E01006784,0,7,1
22811,E01006785,0,24,1
22812,E01006786,0,6,1
22813,E01006787,0,5,1
22814,E01006788,0,9,1
22815,E01006790,0,20,1
22816,E01006791,0,12,1
22817,E01006792,0,4,1
22818,E01006793,0,8,1
22819,E01006794,0,7,1
22820,E01006795,0,4,1
22821,E01006796,0,5,1
22822,E01006797,0,10,1
22823,E01006798,0,7,1
22824,E01006799,0,4,1
22825,E01006800,0,9,1
22826,E01006801,0,24,1
22827,E01032505,0,6,1
22828,E01032506,0,17,1
22829,E01032507,0,13,1
22830,E01032508,0,16,1
22831,E01032509,0,15,1
22832,E01032510,0,18,1
22833,E01032511,0,4,1
22834,E01033747,0,13,1
22835,E01033748,0,9,1
22836,E01033749,0,0,1
22837,E01033750,0,3,1
22838,E01033751,0,2,1
22839,E01033752,0,11,1
22840,E01033753,0,0,1
22841,E01033754,0,3,1
22842,E01033755,0,2,1
22843,E01033756,0,1,1
22844,E01033757,0,2,1
22845,E01033758,0,2,1
22846,E01033759,0,30,1
22847,E01033760,0,2,1
22848,E01033761,0,3,1
22849,E01033762,0,4,1
22850,E01033763,0,14,1
22851,E01033764,0,12,1
22852,E01033765,0,4,1
22853,E01033766,0,12,1
22854,E01033767,0,11,1
22855,E01033768,0,4,1
23164,E01007110,0,6,1
23165,E01007111,0,10,1
23166,E01007112,0,11,1
23167,E01007113,0,4,1
23168,E01007114,0,10,1
23169,E01007115,0,7,1
23170,E01007116,0,16,1
23171,E01007117,0,14,1
23172,E01007118,0,12,1
23173,E01007119,0,17,1
23174,E01007120,0,5,1
23175,E01007121,0,9,1
23176,E01007122,0,15,1
23177,E01007123,0,15,1
23178,E01007124,0,13,1
23179,E01007125,0,9,1
23180,E01007126,0,16,1
23181,E01007127,0,20,1
23182,E01007128,0,6,1
23183,E01007129,0,9,1
23184,E01007130,0,22,1
23185,E01007131,0,11,1
23186,E01007133,0,9,1
23187,E01007135,0,2,1
23188,E01007136,0,11,1
23189,E01007137,0,7,1
23190,E01007138,0,8,1
23191,E01007139,0,11,1
23192,E01007140,0,33,1
23193,E01007141,0,4,1
23194,E01007142,0,4,1
23195,E01007143,0,16,1
23196,E01007144,0,6,1
23197,E01007145,0,3,1
23198,E01007146,0,7,1
23199,E01007147,0,7,1
23200,E01007148,0,7,1
23201,E01007149,0,4,1
23202,E01007150,0,4,1
23203,E01007151,0,9,1
23204,E01007152,0,7,1
23205,E01007153,0,5,1
23206,E01007154,0,8,1
23207,E01007155,0,4,1
23208,E01007156,0,4,1
23209,E01007157,0,6,1
23210,E01007158,0,3,1
23211,E01007159,0,5,1
23212,E01007160,0,8,1
23213,E01007161,0,8,1
23214,E01007162,0,11,1
23215,E01007163,0,15,1
23216,E01007164,0,7,1
23217,E01007165,0,6,1
23218,E01007166,0,8,1
23219,E01007167,0,8,1
23220,E01007168,0,12,1
23221,E01007169,0,5,1
23222,E01007170,0,5,1
23223,E01007171,0,5,1
23224,E01007172,0,5,1
23225,E01007173,0,10,1
23226,E01007174,0,24,1
23227,E01007175,0,7,1
23228,E01007176,0,6,1
23229,E01007177,0,17,1
23230,E01007178,0,7,1
23231,E01007179,0,7,1
23232,E01007180,0,4,1
23233,E01007181,0,11,1
23234,E01007182,0,2,1
23235,E01007183,0,9,1
23236,E01007184,0,7,1
23237,E01007185,0,9,1
23238,E01007186,0,2,1
23239,E01007187,0,4,1
23240,E01007188,0,5,1
23241,E01007189,0,3,1
23242,E01007190,0,3,1
23243,E01007191,0,5,1
23244,E01007192,0,3,1
23245,E01007193,0,6,1
23246,E01007194,0,2,1
23247,E01007195,0,5,1
23248,E01007196,0,1,1
23249,E01007197,0,4,1
23250,E01007198,0,5,1
23251,E01007199,0,3,1
23252,E01007200,0,5,1
23253,E01007201,0,9,1
23254,E01007202,0,9,1
23255,E01007203,0,12,1
23256,E01007204,0,15,1
23257,E01007205,0,4,1
23258,E01007206,0,11,1
23259,E01007207,0,4,1
23260,E01007208,0,3,1
23261,E01007209,0,9,1
23262,E01007210,0,13,1
23263,E01007211,0,7,1
23264,E01007212,0,9,1
23265,E01007213,0,5,1
23266,E01007214,0,11,1
23267,E01007215,0,4,1
23268,E01007216,0,9,1
23269,E01007217,0,12,1
23270,E01007218,0,8,1
23271,E01007219,0,10,1
23272,E01007220,0,8,1
23273,E01007221,0,9,1
23274,E01007222,0,15,1
23275,E01007223,0,11,1
23276,E01007224,0,9,1
23277,E01007225,0,7,1
23278,E01007226,0,3,1
23279,E01007227,0,13,1
23280,E01007228,0,8,1
23281,E01007229,0,12,1
23282,E01007230,0,5,1
23283,E01007231,0,6,1
23284,E01007232,0,8,1
23285,E01007233,0,9,1
23286,E01007234,0,5,1
23287,E01007235,0,13,1
23288,E01007236,0,10,1
23289,E01007237,0,5,1
23290,E01007238,0,12,1
23291,E01007239,0,9,1
23292,E01007240,0,3,1
23293,E01007241,0,4,1
23294,E01007242,0,2,1
23295,E01007243,0,4,1
23296,E01007244,0,19,1
23297,E01007245,0,8,1
23298,E01007246,0,6,1
23299,E01007247,0,8,1
23300,E01007248,0,5,1
23301,E01007249,0,9,1
23302,E01007250,0,6,1
23303,E01007251,0,6,1
23304,E01007252,0,5,1
23305,E01007253,0,4,1
23306,E01007254,0,8,1
23307,E01007255,0,11,1
23308,E01007256,0,2,1
23309,E01007257,0,8,1
23310,E01007258,0,7,1
23311,E01007259,0,3,1
23312,E01007260,0,5,1
23313,E01007261,0,1,1
23314,E01007262,0,7,1
23315,E01007263,0,2,1
23316,E01007264,0,6,1
23317,E01007265,0,7,1
23318,E01007266,0,5,1
23319,E01007267,0,8,1
23320,E01007268,0,5,1
23321,E01007269,0,11,1
23322,E01007270,0,14,1
23323,E01007271,0,11,1
23324,E01007272,0,10,1
23325,E01007273,0,14,1
23326,E01007274,0,12,1
23327,E01007275,0,13,1
23328,E01007276,0,11,1
23329,E01007277,0,11,1
23330,E01007278,0,15,1
23331,E01007279,0,10,1
23332,E01007280,0,10,1
23333,E01007281,0,1,1
23334,E01007282,0,7,1
23335,E01007283,0,4,1
23336,E01007284,0,4,1
23337,E01007285,0,7,1
23338,E01007286,0,6,1
23339,E01007287,0,3,1
23340,E01007288,0,7,1
23341,E01007289,0,12,1
23342,E01007290,0,8,1
23343,E01007291,0,18,1
23344,E01007292,0,17,1
23345,E01007293,0,10,1
23346,E01007294,0,15,1
23347,E01007295,0,14,1
23348,E01007296,0,12,1
23349,E01007297,0,7,1
23350,E01007298,0,9,1
23351,E01007299,0,7,1
23352,E01007300,0,15,1
23353,E01007301,0,7,1
23354,E01007302,0,8,1
23355,E01007303,0,7,1
23356,E01007304,0,7,1
23357,E01007305,0,6,1
23358,E01007306,0,9,1
23359,E01007307,0,9,1
23360,E01007308,0,8,1
23361,E01007309,0,7,1
23362,E01007310,0,1,1
23363,E01007311,0,4,1
23364,E01007312,0,3,1
23365,E01007313,0,11,1
23366,E01007314,0,8,1
23367,E01007315,0,8,1
23368,E01007316,0,6,1
23369,E01032903,0,26,1
57311,E01006512,1,10,1
57312,E01006513,1,5,1
57313,E01006514,1,5,1
57314,E01006515,1,5,1
57315,E01006518,1,10,1
57316,E01006519,1,7,1
57317,E01006520,1,2,1
57318,E01006521,1,9,1
57319,E01006522,1,6,1
57320,E01006523,1,3,1
57321,E01006524,1,7,1
57322,E01006525,1,9,1
57323,E01006526,1,10,1
57324,E01006527,1,8,1
57325,E01006528,1,7,1
57326,E01006529,1,7,1
57327,E01006530,1,8,1
57328,E01006531,1,7,1
57329,E01006532,1,9,1
57330,E01006533,1,6,1
57331,E01006534,1,16,1
57332,E01006535,1,9,1
57333,E01006536,1,16,1
57334,E01006537,1,21,1
57335,E01006538,1,4,1
57336,E01006539,1,4,1
57337,E01006540,1,18,1
57338,E01006541,1,11,1
57339,E01006542,1,6,1
57340,E01006543,1,6,1
57341,E01006544,1,13,1
57342,E01006545,1,7,1
57343,E01006546,1,14,1
57344,E01006547,1,16,1
57345,E01006548,1,11,1
57346,E01006549,1,6,1
57347,E01006550,1,6,1
57348,E01006551,1,10,1
57349,E01006552,1,37,1
57350,E01006553,1,10,1
57351,E01006554,1,4,1
57352,E01006556,1,19,1
57353,E01006557,1,2,1
57354,E01006558,1,15,1
57355,E01006560,1,13,1
57356,E01006562,1,11,1
57357,E01006563,1,8,1
57358,E01006564,1,8,1
57359,E01006565,1,7,1
57360,E01006566,1,3,1
57361,E01006567,1,9,1
57362,E01006568,1,9,1
57363,E01006569,1,5,1
57364,E01006570,1,8,1
57365,E01006571,1,7,1
57366,E01006572,1,9,1
57367,E01006573,1,9,1
57368,E01006574,1,9,1
57369,E01006575,1,17,1
57370,E01006576,1,7,1
57371,E01006577,1,11,1
57372,E01006578,1,10,1
57373,E01006579,1,10,1
57374,E01006580,1,6,1
57375,E01006581,1,11,1
57376,E01006582,1,5,1
57377,E01006583,1,6,1
57378,E01006584,1,9,1
57379,E01006585,1,5,1
57380,E01006586,1,12,1
57381,E01006587,1,8,1
57382,E01006588,1,8,1
57383,E01006589,1,6,1
57384,E01006590,1,13,1
57385,E01006591,1,8,1
57386,E01006592,1,4,1
57387,E01006593,1,13,1
57388,E01006594,1,7,1
57389,E01006595,1,7,1
57390,E01006596,1,7,1
57391,E01006597,1,12,1
57392,E01006598,1,19,1
57393,E01006599,1,25,1
57394,E01006600,1,9,1
57395,E01006603,1,11,1
57396,E01006604,1,9,1
57397,E01006605,1,11,1
57398,E01006606,1,8,1
57399,E01006607,1,7,1
57400,E01006608,1,7,1
57401,E01006609,1,10,1
57402,E01006610,1,10,1
57403,E01006611,1,16,1
57404,E01006612,1,15,1
57405,E01006613,1,2,1
57406,E01006614,1,5,1
57407,E01006615,1,16,1
57408,E01006616,1,14,1
57409,E01006617,1,4,1
57410,E01006618,1,5,1
57411,E01006619,1,8,1
57412,E01006620,1,7,1
57413,E01006621,1,6,1
57414,E01006622,1,9,1
57415,E01006623,1,3,1
57416,E01006624,1,7,1
57417,E01006625,1,9,1
57418,E01006626,1,9,1
57419,E01006627,1,8,1
57420,E01006628,1,10,1
57421,E01006629,1,11,1
57422,E01006630,1,14,1
57423,E01006632,1,13,1
57424,E01006633,1,10,1
57425,E01006637,1,18,1
57426,E01006638,1,11,1
57427,E01006639,1,17,1
57428,E01006640,1,15,1
57429,E01006641,1,11,1
57430,E01006642,1,8,1
57431,E01006643,1,16,1
57432,E01006644,1,10,1
57433,E01006645,1,13,1
57434,E01006646,1,9,1
57435,E01006647,1,24,1
57436,E01006648,1,14,1
57437,E01006651,1,2,1
57438,E01006652,1,11,1
57439,E01006653,1,11,1
57440,E01006654,1,3,1
57441,E01006655,1,18,1
57442,E01006656,1,12,1
57443,E01006657,1,6,1
57444,E01006658,1,16,1
57445,E01006659,1,6,1
57446,E01006660,1,7,1
57447,E01006661,1,13,1
57448,E01006662,1,9,1
57449,E01006663,1,6,1
57450,E01006664,1,20,1
57451,E01006665,1,8,1
57452,E01006666,1,11,1
57453,E01006667,1,8,1
57454,E01006668,1,9,1
57455,E01006669,1,5,1
57456,E01006670,1,17,1
57457,E01006671,1,7,1
57458,E01006672,1,25,1
57459,E01006673,1,18,1
57460,E01006674,1,14,1
57461,E01006675,1,11,1
57462,E01006676,1,17,1
57463,E01006677,1,18,1
57464,E01006678,1,12,1
57465,E01006679,1,32,1
57466,E01006680,1,9,1
57467,E01006681,1,12,1
57468,E01006682,1,9,1
57469,E01006683,1,11,1
57470,E01006684,1,8,1
57471,E01006685,1,3,1
57472,E01006686,1,5,1
57473,E01006687,1,21,1
57474,E01006688,1,8,1
57475,E01006689,1,9,1
57476,E01006690,1,11,1
57477,E01006691,1,8,1
57478,E01006692,1,25,1
57479,E01006693,1,6,1
57480,E01006694,1,18,1
57481,E01006695,1,10,1
57482,E01006696,1,10,1
57483,E01006697,1,10,1
57484,E01006698,1,14,1
57485,E01006699,1,25,1
57486,E01006700,1,5,1
57487,E01006701,1,20,1
57488,E01006702,1,12,1
57489,E01006703,1,10,1
57490,E01006705,1,17,1
57491,E01006706,1,10,1
57492,E01006707,1,5,1
57493,E01006708,1,22,1
57494,E01006709,1,10,1
57495,E01006710,1,13,1
57496,E01006711,1,6,1
57497,E01006712,1,10,1
57498,E01006713,1,14,1
57499,E01006716,1,17,1
57500,E01006717,1,7,1
57501,E01006718,1,6,1
57502,E01006719,1,12,1
57503,E01006720,1,16,1
57504,E01006721,1,15,1
57505,E01006722,1,6,1
57506,E01006723,1,4,1
57507,E01006724,1,9,1
57508,E01006725,1,16,1
57509,E01006726,1,7,1
57510,E01006727,1,8,1
57511,E01006728,1,18,1
57512,E01006729,1,5,1
57513,E01006730,1,9,1
57514,E01006731,1,7,1
57515,E01006732,1,7,1
57516,E01006734,1,14,1
57517,E01006735,1,7,1
57518,E01006736,1,14,1
57519,E01006737,1,2,1
57520,E01006738,1,17,1
57521,E01006739,1,27,1
57522,E01006740,1,9,1
57523,E01006741,1,9,1
57524,E01006742,1,19,1
57525,E01006743,1,13,1
57526,E01006744,1,10,1
57527,E01006745,1,15,1
57528,E01006746,1,7,1
57529,E01006747,1,6,1
57530,E01006748,1,3,1
57531,E01006751,1,15,1
57532,E01006752,1,4,1
57533,E01006753,1,14,1
57534,E01006754,1,9,1
57535,E01006755,1,21,1
57536,E01006756,1,19,1
57537,E01006757,1,15,1
57538,E01006758,1,9,1
57539,E01006759,1,5,1
57540,E01006760,1,5,1
57541,E01006761,1,7,1
57542,E01006762,1,6,1
57543,E01006763,1,11,1
57544,E01006764,1,12,1
57545,E01006765,1,11,1
57546,E01006766,1,16,1
57547,E01006767,1,12,1
57548,E01006768,1,9,1
57549,E01006769,1,10,1
57550,E01006770,1,6,1
57551,E01006771,1,7,1
57552,E01006772,1,7,1
57553,E01006773,1,1,1
57554,E01006774,1,6,1
57555,E01006775,1,11,1
57556,E01006776,1,9,1
57557,E01006778,1,14,1
57558,E01006779,1,19,1
57559,E01006780,1,12,1
57560,E01006781,1,4,1
57561,E01006782,1,12,1
57562,E01006783,1,8,1
57563,E01006784,1,5,1
57564,E01006785,1,14,1
57565,E01006786,1,15,1
57566,E01006787,1,7,1
57567,E01006788,1,10,1
57568,E01006790,1,18,1
57569,E01006791,1,9,1
57570,E01006792,1,4,1
57571,E01006793,1,6,1
57572,E01006794,1,5,1
57573,E01006795,1,10,1
57574,E01006796,1,6,1
57575,E01006797,1,8,1
57576,E01006798,1,12,1
57577,E01006799,1,5,1
57578,E01006800,1,11,1
57579,E01006801,1,16,1
57580,E01032505,1,5,1
57581,E01032506,1,12,1
57582,E01032507,1,7,1
57583,E01032508,1,12,1
57584,E01032509,1,16,1
57585,E01032510,1,18,1
57586,E01032511,1,5,1
57587,E01033747,1,17,1
57588,E01033748,1,3,1
57589,E01033749,1,0,1
57590,E01033750,1,4,1
57591,E01033751,1,5,1
57592,E01033752,1,6,1
57593,E01033753,1,1,1
57594,E01033754,1,5,1
57595,E01033755,1,4,1
57596,E01033756,1,3,1
57597,E01033757,1,8,1
57598,E01033758,1,0,1
57599,E01033759,1,31,1
57600,E01033760,1,2,1
57601,E01033761,1,6,1
57602,E01033762,1,4,1
57603,E01033763,1,7,1
57604,E01033764,1,17,1
57605,E01033765,1,7,1
57606,E01033766,1,10,1
57607,E01033767,1,10,1
57608,E01033768,1,0,1
57917,E01007110,1,5,1
57918,E01007111,1,5,1
57919,E01007112,1,5,1
57920,E01007113,1,7,1
57921,E01007114,1,7,1
57922,E01007115,1,5,1
57923,E01007116,1,5,1
57924,E01007117,1,6,1
57925,E01007118,1,11,1
57926,E01007119,1,15,1
57927,E01007120,1,14,1
57928,E01007121,1,6,1
57929,E01007122,1,7,1
57930,E01007123,1,19,1
57931,E01007124,1,20,1
57932,E01007125,1,15,1
57933,E01007126,1,13,1
57934,E01007127,1,11,1
57935,E01007128,1,8,1
57936,E01007129,1,19,1
57937,E01007130,1,13,1
57938,E01007131,1,14,1
57939,E01007133,1,5,1
57940,E01007135,1,7,1
57941,E01007136,1,8,1
57942,E01007137,1,6,1
57943,E01007138,1,7,1
57944,E01007139,1,14,1
57945,E01007140,1,21,1
57946,E01007141,1,5,1
57947,E01007142,1,15,1
57948,E01007143,1,19,1
57949,E01007144,1,5,1
57950,E01007145,1,0,1
57951,E01007146,1,12,1
57952,E01007147,1,7,1
57953,E01007148,1,3,1
57954,E01007149,1,4,1
57955,E01007150,1,10,1
57956,E01007151,1,12,1
57957,E01007152,1,8,1
57958,E01007153,1,6,1
57959,E01007154,1,10,1
57960,E01007155,1,8,1
57961,E01007156,1,10,1
57962,E01007157,1,6,1
57963,E01007158,1,8,1
57964,E01007159,1,12,1
57965,E01007160,1,7,1
57966,E01007161,1,9,1
57967,E01007162,1,12,1
57968,E01007163,1,10,1
57969,E01007164,1,12,1
57970,E01007165,1,3,1
57971,E01007166,1,13,1
57972,E01007167,1,11,1
57973,E01007168,1,16,1
57974,E01007169,1,4,1
57975,E01007170,1,3,1
57976,E01007171,1,8,1
57977,E01007172,1,5,1
57978,E01007173,1,4,1
57979,E01007174,1,13,1
57980,E01007175,1,11,1
57981,E01007176,1,6,1
57982,E01007177,1,7,1
57983,E01007178,1,13,1
57984,E01007179,1,14,1
57985,E01007180,1,8,1
57986,E01007181,1,8,1
57987,E01007182,1,6,1
57988,E01007183,1,8,1
57989,E01007184,1,7,1
57990,E01007185,1,7,1
57991,E01007186,1,3,1
57992,E01007187,1,7,1
57993,E01007188,1,4,1
57994,E01007189,1,6,1
57995,E01007190,1,5,1
57996,E01007191,1,5,1
57997,E01007192,1,3,1
57998,E01007193,1,6,1
57999,E01007194,1,13,1
58000,E01007195,1,9,1
58001,E01007196,1,5,1
58002,E01007197,1,4,1
58003,E01007198,1,4,1
58004,E01007199,1,2,1
58005,E01007200,1,5,1
58006,E01007201,1,5,1
58007,E01007202,1,8,1
58008,E01007203,1,12,1
58009,E01007204,1,11,1
58010,E01007205,1,6,1
58011,E01007206,1,5,1
58012,E01007207,1,9,1
58013,E01007208,1,8,1
58014,E01007209,1,6,1
58015,E01007210,1,6,1
58016,E01007211,1,5,1
58017,E01007212,1,2,1
58018,E01007213,1,7,1
58019,E01007214,1,10,1
58020,E01007215,1,9,1
58021,E01007216,1,20,1
58022,E01007217,1,8,1
58023,E01007218,1,6,1
58024,E01007219,1,14,1
58025,E01007220,1,13,1
58026,E01007221,1,7,1
58027,E01007222,1,8,1
58028,E01007223,1,15,1
58029,E01007224,1,2,1
58030,E01007225,1,7,1
58031,E01007226,1,2,1
58032,E01007227,1,4,1
58033,E01007228,1,6,1
58034,E01007229,1,12,1
58035,E01007230,1,2,1
58036,E01007231,1,6,1
58037,E01007232,1,7,1
58038,E01007233,1,13,1
58039,E01007234,1,1,1
58040,E01007235,1,8,1
58041,E01007236,1,4,1
58042,E01007237,1,3,1
58043,E01007238,1,7,1
58044,E01007239,1,3,1
58045,E01007240,1,6,1
58046,E01007241,1,4,1
58047,E01007242,1,3,1
58048,E01007243,1,5,1
58049,E01007244,1,16,1
58050,E01007245,1,9,1
58051,E01007246,1,5,1
58052,E01007247,1,15,1
58053,E01007248,1,6,1
58054,E01007249,1,13,1
58055,E01007250,1,9,1
58056,E01007251,1,10,1
58057,E01007252,1,11,1
58058,E01007253,1,3,1
58059,E01007254,1,17,1
58060,E01007255,1,4,1
58061,E01007256,1,7,1
58062,E01007257,1,12,1
58063,E01007258,1,5,1
58064,E01007259,1,8,1
58065,E01007260,1,12,1
58066,E01007261,1,6,1
58067,E01007262,1,9,1
58068,E01007263,1,7,1
58069,E01007264,1,1,1
58070,E01007265,1,10,1
58071,E01007266,1,12,1
58072,E01007267,1,8,1
58073,E01007268,1,3,1
58074,E01007269,1,18,1
58075,E01007270,1,17,1
58076,E01007271,1,14,1
58077,E01007272,1,17,1
58078,E01007273,1,13,1
58079,E01007274,1,5,1
58080,E01007275,1,10,1
58081,E01007276,1,13,1
58082,E01007277,1,16,1
58083,E01007278,1,11,1
58084,E01007279,1,8,1
58085,E01007280,1,4,1
58086,E01007281,1,6,1
58087,E01007282,1,16,1
58088,E01007283,1,2,1
58089,E01007284,1,6,1
58090,E01007285,1,12,1
58091,E01007286,1,6,1
58092,E01007287,1,3,1
58093,E01007288,1,7,1
58094,E01007289,1,17,1
58095,E01007290,1,8,1
58096,E01007291,1,10,1
58097,E01007292,1,17,1
58098,E01007293,1,9,1
58099,E01007294,1,16,1
58100,E01007295,1,11,1
58101,E01007296,1,21,1
58102,E01007297,1,12,1
58103,E01007298,1,2,1
58104,E01007299,1,4,1
58105,E01007300,1,23,1
58106,E01007301,1,6,1
58107,E01007302,1,9,1
58108,E01007303,1,7,1
58109,E01007304,1,7,1
58110,E01007305,1,6,1
58111,E01007306,1,16,1
58112,E01007307,1,9,1
