V1,lsoa11,sex,year,an_pop,age_group,age_cat,age_group2,an_pop2
114265,E01006512,2,2017,53,"[0,10)",0,"[0,15)",53
114266,E01006512,2,2017,38,"[0,10)",5,"[0,15)",38
114267,E01006512,2,2017,48,"[10,15)",10,"[0,15)",48
114268,E01006512,2,2017,442,"[15,20)",15,"[15,25]",442
114269,E01006512,2,2017,557,"[20,25]",20,"[15,25]",557
114270,E01006512,2,2017,180,"[20,25]",25,"[15,25]",180
114271,E01006512,2,2017,70,,30,,70
114272,E01006512,2,2017,53,,35,,53
114273,E01006512,2,2017,36,,40,,36
114274,E01006512,2,2017,17,,45,,17
114275,E01006512,2,2017,15,,50,,15
114276,E01006512,2,2017,27,,55,,27
114277,E01006512,2,2017,9,,60,,9
114278,E01006512,2,2017,12,,65,,12
114279,E01006512,2,2017,7,,70,,7
114280,E01006512,2,2017,7,,75,,7
114281,E01006512,2,2017,6,,80,,6
114282,E01006512,2,2017,1,,85,,1
114283,E01006513,2,2017,17,"[0,10)",0,"[0,15)",17
114284,E01006513,2,2017,18,"[0,10)",5,"[0,15)",18
114285,E01006513,2,2017,16,"[10,15)",10,"[0,15)",16
114286,E01006513,2,2017,914,"[15,20)",15,"[15,25]",914
114287,E01006513,2,2017,1377,"[20,25]",20,"[15,25]",1377
114288,E01006513,2,2017,221,"[20,25]",25,"[15,25]",221
114289,E01006513,2,2017,63,,30,,63
114290,E01006513,2,2017,63,,35,,63
114291,E01006513,2,2017,21,,40,,21
114292,E01006513,2,2017,20,,45,,20
114293,E01006513,2,2017,18,,50,,18
114294,E01006513,2,2017,18,,55,,18
114295,E01006513,2,2017,5,,60,,5
114296,E01006513,2,2017,8,,65,,8
114297,E01006513,2,2017,2,,70,,2
114298,E01006513,2,2017,4,,75,,4
114299,E01006513,2,2017,1,,80,,1
114300,E01006513,2,2017,2,,85,,2
114301,E01006514,2,2017,27,"[0,10)",0,"[0,15)",27
114302,E01006514,2,2017,9,"[0,10)",5,"[0,15)",9
114303,E01006514,2,2017,4,"[10,15)",10,"[0,15)",4
114304,E01006514,2,2017,175,"[15,20)",15,"[15,25]",175
114305,E01006514,2,2017,415,"[20,25]",20,"[15,25]",415
114306,E01006514,2,2017,112,"[20,25]",25,"[15,25]",112
114307,E01006514,2,2017,71,,30,,71
114308,E01006514,2,2017,39,,35,,39
114309,E01006514,2,2017,25,,40,,25
114310,E01006514,2,2017,39,,45,,39
114311,E01006514,2,2017,39,,50,,39
114312,E01006514,2,2017,34,,55,,34
114313,E01006514,2,2017,25,,60,,25
114314,E01006514,2,2017,29,,65,,29
114315,E01006514,2,2017,13,,70,,13
114316,E01006514,2,2017,11,,75,,11
114317,E01006514,2,2017,8,,80,,8
114318,E01006514,2,2017,6,,85,,6
114319,E01006515,2,2017,25,"[0,10)",0,"[0,15)",25
114320,E01006515,2,2017,36,"[0,10)",5,"[0,15)",36
114321,E01006515,2,2017,33,"[10,15)",10,"[0,15)",33
114322,E01006515,2,2017,39,"[15,20)",15,"[15,25]",39
114323,E01006515,2,2017,237,"[20,25]",20,"[15,25]",237
114324,E01006515,2,2017,87,"[20,25]",25,"[15,25]",87
114325,E01006515,2,2017,67,,30,,67
114326,E01006515,2,2017,47,,35,,47
114327,E01006515,2,2017,31,,40,,31
114328,E01006515,2,2017,37,,45,,37
114329,E01006515,2,2017,34,,50,,34
114330,E01006515,2,2017,32,,55,,32
114331,E01006515,2,2017,32,,60,,32
114332,E01006515,2,2017,17,,65,,17
114333,E01006515,2,2017,32,,70,,32
114334,E01006515,2,2017,26,,75,,26
114335,E01006515,2,2017,15,,80,,15
114336,E01006515,2,2017,24,,85,,24
114337,E01006518,2,2017,41,"[0,10)",0,"[0,15)",41
114338,E01006518,2,2017,48,"[0,10)",5,"[0,15)",48
114339,E01006518,2,2017,45,"[10,15)",10,"[0,15)",45
114340,E01006518,2,2017,31,"[15,20)",15,"[15,25]",31
114341,E01006518,2,2017,40,"[20,25]",20,"[15,25]",40
114342,E01006518,2,2017,61,"[20,25]",25,"[15,25]",61
114343,E01006518,2,2017,48,,30,,48
114344,E01006518,2,2017,54,,35,,54
114345,E01006518,2,2017,45,,40,,45
114346,E01006518,2,2017,58,,45,,58
114347,E01006518,2,2017,87,,50,,87
114348,E01006518,2,2017,61,,55,,61
114349,E01006518,2,2017,50,,60,,50
114350,E01006518,2,2017,55,,65,,55
114351,E01006518,2,2017,38,,70,,38
114352,E01006518,2,2017,29,,75,,29
114353,E01006518,2,2017,35,,80,,35
114354,E01006518,2,2017,45,,85,,45
114355,E01006519,2,2017,33,"[0,10)",0,"[0,15)",33
114356,E01006519,2,2017,43,"[0,10)",5,"[0,15)",43
114357,E01006519,2,2017,25,"[10,15)",10,"[0,15)",25
114358,E01006519,2,2017,36,"[15,20)",15,"[15,25]",36
114359,E01006519,2,2017,13,"[20,25]",20,"[15,25]",13
114360,E01006519,2,2017,20,"[20,25]",25,"[15,25]",20
114361,E01006519,2,2017,30,,30,,30
114362,E01006519,2,2017,42,,35,,42
114363,E01006519,2,2017,40,,40,,40
114364,E01006519,2,2017,52,,45,,52
114365,E01006519,2,2017,60,,50,,60
114366,E01006519,2,2017,51,,55,,51
114367,E01006519,2,2017,63,,60,,63
114368,E01006519,2,2017,46,,65,,46
114369,E01006519,2,2017,25,,70,,25
114370,E01006519,2,2017,24,,75,,24
114371,E01006519,2,2017,21,,80,,21
114372,E01006519,2,2017,18,,85,,18
114373,E01006520,2,2017,22,"[0,10)",0,"[0,15)",22
114374,E01006520,2,2017,17,"[0,10)",5,"[0,15)",17
114375,E01006520,2,2017,4,"[10,15)",10,"[0,15)",4
114376,E01006520,2,2017,13,"[15,20)",15,"[15,25]",13
114377,E01006520,2,2017,60,"[20,25]",20,"[15,25]",60
114378,E01006520,2,2017,152,"[20,25]",25,"[15,25]",152
114379,E01006520,2,2017,130,,30,,130
114380,E01006520,2,2017,67,,35,,67
114381,E01006520,2,2017,41,,40,,41
114382,E01006520,2,2017,43,,45,,43
114383,E01006520,2,2017,39,,50,,39
114384,E01006520,2,2017,31,,55,,31
114385,E01006520,2,2017,18,,60,,18
114386,E01006520,2,2017,44,,65,,44
114387,E01006520,2,2017,9,,70,,9
114388,E01006520,2,2017,15,,75,,15
114389,E01006520,2,2017,16,,80,,16
114390,E01006520,2,2017,35,,85,,35
114391,E01006521,2,2017,31,"[0,10)",0,"[0,15)",31
114392,E01006521,2,2017,34,"[0,10)",5,"[0,15)",34
114393,E01006521,2,2017,19,"[10,15)",10,"[0,15)",19
114394,E01006521,2,2017,40,"[15,20)",15,"[15,25]",40
114395,E01006521,2,2017,40,"[20,25]",20,"[15,25]",40
114396,E01006521,2,2017,61,"[20,25]",25,"[15,25]",61
114397,E01006521,2,2017,64,,30,,64
114398,E01006521,2,2017,47,,35,,47
114399,E01006521,2,2017,49,,40,,49
114400,E01006521,2,2017,58,,45,,58
114401,E01006521,2,2017,50,,50,,50
114402,E01006521,2,2017,35,,55,,35
114403,E01006521,2,2017,34,,60,,34
114404,E01006521,2,2017,52,,65,,52
114405,E01006521,2,2017,41,,70,,41
114406,E01006521,2,2017,39,,75,,39
114407,E01006521,2,2017,44,,80,,44
114408,E01006521,2,2017,71,,85,,71
114409,E01006522,2,2017,45,"[0,10)",0,"[0,15)",45
114410,E01006522,2,2017,25,"[0,10)",5,"[0,15)",25
114411,E01006522,2,2017,11,"[10,15)",10,"[0,15)",11
114412,E01006522,2,2017,12,"[15,20)",15,"[15,25]",12
114413,E01006522,2,2017,81,"[20,25]",20,"[15,25]",81
114414,E01006522,2,2017,180,"[20,25]",25,"[15,25]",180
114415,E01006522,2,2017,128,,30,,128
114416,E01006522,2,2017,65,,35,,65
114417,E01006522,2,2017,54,,40,,54
114418,E01006522,2,2017,51,,45,,51
114419,E01006522,2,2017,36,,50,,36
114420,E01006522,2,2017,56,,55,,56
114421,E01006522,2,2017,26,,60,,26
114422,E01006522,2,2017,15,,65,,15
114423,E01006522,2,2017,18,,70,,18
114424,E01006522,2,2017,40,,75,,40
114425,E01006522,2,2017,1,,80,,1
114426,E01006522,2,2017,6,,85,,6
114427,E01006523,2,2017,42,"[0,10)",0,"[0,15)",42
114428,E01006523,2,2017,26,"[0,10)",5,"[0,15)",26
114429,E01006523,2,2017,14,"[10,15)",10,"[0,15)",14
114430,E01006523,2,2017,32,"[15,20)",15,"[15,25]",32
114431,E01006523,2,2017,44,"[20,25]",20,"[15,25]",44
114432,E01006523,2,2017,112,"[20,25]",25,"[15,25]",112
114433,E01006523,2,2017,80,,30,,80
114434,E01006523,2,2017,57,,35,,57
114435,E01006523,2,2017,48,,40,,48
114436,E01006523,2,2017,42,,45,,42
114437,E01006523,2,2017,42,,50,,42
114438,E01006523,2,2017,47,,55,,47
114439,E01006523,2,2017,33,,60,,33
114440,E01006523,2,2017,31,,65,,31
114441,E01006523,2,2017,28,,70,,28
114442,E01006523,2,2017,9,,75,,9
114443,E01006523,2,2017,10,,80,,10
114444,E01006523,2,2017,25,,85,,25
114445,E01006524,2,2017,20,"[0,10)",0,"[0,15)",20
114446,E01006524,2,2017,28,"[0,10)",5,"[0,15)",28
114447,E01006524,2,2017,31,"[10,15)",10,"[0,15)",31
114448,E01006524,2,2017,315,"[15,20)",15,"[15,25]",315
114449,E01006524,2,2017,108,"[20,25]",20,"[15,25]",108
114450,E01006524,2,2017,60,"[20,25]",25,"[15,25]",60
114451,E01006524,2,2017,45,,30,,45
114452,E01006524,2,2017,49,,35,,49
114453,E01006524,2,2017,23,,40,,23
114454,E01006524,2,2017,39,,45,,39
114455,E01006524,2,2017,29,,50,,29
114456,E01006524,2,2017,27,,55,,27
114457,E01006524,2,2017,35,,60,,35
114458,E01006524,2,2017,39,,65,,39
114459,E01006524,2,2017,39,,70,,39
114460,E01006524,2,2017,34,,75,,34
114461,E01006524,2,2017,47,,80,,47
114462,E01006524,2,2017,62,,85,,62
114463,E01006525,2,2017,26,"[0,10)",0,"[0,15)",26
114464,E01006525,2,2017,45,"[0,10)",5,"[0,15)",45
114465,E01006525,2,2017,27,"[10,15)",10,"[0,15)",27
114466,E01006525,2,2017,19,"[15,20)",15,"[15,25]",19
114467,E01006525,2,2017,26,"[20,25]",20,"[15,25]",26
114468,E01006525,2,2017,52,"[20,25]",25,"[15,25]",52
114469,E01006525,2,2017,30,,30,,30
114470,E01006525,2,2017,43,,35,,43
114471,E01006525,2,2017,45,,40,,45
114472,E01006525,2,2017,43,,45,,43
114473,E01006525,2,2017,33,,50,,33
114474,E01006525,2,2017,44,,55,,44
114475,E01006525,2,2017,42,,60,,42
114476,E01006525,2,2017,38,,65,,38
114477,E01006525,2,2017,43,,70,,43
114478,E01006525,2,2017,29,,75,,29
114479,E01006525,2,2017,19,,80,,19
114480,E01006525,2,2017,18,,85,,18
114481,E01006526,2,2017,41,"[0,10)",0,"[0,15)",41
114482,E01006526,2,2017,40,"[0,10)",5,"[0,15)",40
114483,E01006526,2,2017,23,"[10,15)",10,"[0,15)",23
114484,E01006526,2,2017,29,"[15,20)",15,"[15,25]",29
114485,E01006526,2,2017,10,"[20,25]",20,"[15,25]",10
114486,E01006526,2,2017,75,"[20,25]",25,"[15,25]",75
114487,E01006526,2,2017,58,,30,,58
114488,E01006526,2,2017,56,,35,,56
114489,E01006526,2,2017,43,,40,,43
114490,E01006526,2,2017,64,,45,,64
114491,E01006526,2,2017,62,,50,,62
114492,E01006526,2,2017,49,,55,,49
114493,E01006526,2,2017,35,,60,,35
114494,E01006526,2,2017,33,,65,,33
114495,E01006526,2,2017,41,,70,,41
114496,E01006526,2,2017,21,,75,,21
114497,E01006526,2,2017,26,,80,,26
114498,E01006526,2,2017,42,,85,,42
114499,E01006527,2,2017,49,"[0,10)",0,"[0,15)",49
114500,E01006527,2,2017,20,"[0,10)",5,"[0,15)",20
114501,E01006527,2,2017,37,"[10,15)",10,"[0,15)",37
114502,E01006527,2,2017,47,"[15,20)",15,"[15,25]",47
114503,E01006527,2,2017,26,"[20,25]",20,"[15,25]",26
114504,E01006527,2,2017,65,"[20,25]",25,"[15,25]",65
114505,E01006527,2,2017,41,,30,,41
114506,E01006527,2,2017,56,,35,,56
114507,E01006527,2,2017,60,,40,,60
114508,E01006527,2,2017,50,,45,,50
114509,E01006527,2,2017,51,,50,,51
114510,E01006527,2,2017,67,,55,,67
114511,E01006527,2,2017,37,,60,,37
114512,E01006527,2,2017,35,,65,,35
114513,E01006527,2,2017,30,,70,,30
114514,E01006527,2,2017,40,,75,,40
114515,E01006527,2,2017,28,,80,,28
114516,E01006527,2,2017,26,,85,,26
114517,E01006528,2,2017,43,"[0,10)",0,"[0,15)",43
114518,E01006528,2,2017,34,"[0,10)",5,"[0,15)",34
114519,E01006528,2,2017,35,"[10,15)",10,"[0,15)",35
114520,E01006528,2,2017,31,"[15,20)",15,"[15,25]",31
114521,E01006528,2,2017,50,"[20,25]",20,"[15,25]",50
114522,E01006528,2,2017,70,"[20,25]",25,"[15,25]",70
114523,E01006528,2,2017,55,,30,,55
114524,E01006528,2,2017,69,,35,,69
114525,E01006528,2,2017,40,,40,,40
114526,E01006528,2,2017,41,,45,,41
114527,E01006528,2,2017,53,,50,,53
114528,E01006528,2,2017,33,,55,,33
114529,E01006528,2,2017,32,,60,,32
114530,E01006528,2,2017,33,,65,,33
114531,E01006528,2,2017,13,,70,,13
114532,E01006528,2,2017,16,,75,,16
114533,E01006528,2,2017,0,,80,,0
114534,E01006528,2,2017,14,,85,,14
114535,E01006529,2,2017,30,"[0,10)",0,"[0,15)",30
114536,E01006529,2,2017,49,"[0,10)",5,"[0,15)",49
114537,E01006529,2,2017,27,"[10,15)",10,"[0,15)",27
114538,E01006529,2,2017,23,"[15,20)",15,"[15,25]",23
114539,E01006529,2,2017,30,"[20,25]",20,"[15,25]",30
114540,E01006529,2,2017,39,"[20,25]",25,"[15,25]",39
114541,E01006529,2,2017,41,,30,,41
114542,E01006529,2,2017,61,,35,,61
114543,E01006529,2,2017,48,,40,,48
114544,E01006529,2,2017,58,,45,,58
114545,E01006529,2,2017,42,,50,,42
114546,E01006529,2,2017,48,,55,,48
114547,E01006529,2,2017,31,,60,,31
114548,E01006529,2,2017,29,,65,,29
114549,E01006529,2,2017,23,,70,,23
114550,E01006529,2,2017,22,,75,,22
114551,E01006529,2,2017,10,,80,,10
114552,E01006529,2,2017,8,,85,,8
114553,E01006530,2,2017,37,"[0,10)",0,"[0,15)",37
114554,E01006530,2,2017,31,"[0,10)",5,"[0,15)",31
114555,E01006530,2,2017,37,"[10,15)",10,"[0,15)",37
114556,E01006530,2,2017,21,"[15,20)",15,"[15,25]",21
114557,E01006530,2,2017,27,"[20,25]",20,"[15,25]",27
114558,E01006530,2,2017,40,"[20,25]",25,"[15,25]",40
114559,E01006530,2,2017,39,,30,,39
114560,E01006530,2,2017,29,,35,,29
114561,E01006530,2,2017,33,,40,,33
114562,E01006530,2,2017,45,,45,,45
114563,E01006530,2,2017,61,,50,,61
114564,E01006530,2,2017,60,,55,,60
114565,E01006530,2,2017,51,,60,,51
114566,E01006530,2,2017,48,,65,,48
114567,E01006530,2,2017,47,,70,,47
114568,E01006530,2,2017,30,,75,,30
114569,E01006530,2,2017,37,,80,,37
114570,E01006530,2,2017,50,,85,,50
114571,E01006531,2,2017,49,"[0,10)",0,"[0,15)",49
114572,E01006531,2,2017,30,"[0,10)",5,"[0,15)",30
114573,E01006531,2,2017,23,"[10,15)",10,"[0,15)",23
114574,E01006531,2,2017,18,"[15,20)",15,"[15,25]",18
114575,E01006531,2,2017,35,"[20,25]",20,"[15,25]",35
114576,E01006531,2,2017,38,"[20,25]",25,"[15,25]",38
114577,E01006531,2,2017,38,,30,,38
114578,E01006531,2,2017,27,,35,,27
114579,E01006531,2,2017,29,,40,,29
114580,E01006531,2,2017,47,,45,,47
114581,E01006531,2,2017,51,,50,,51
114582,E01006531,2,2017,55,,55,,55
114583,E01006531,2,2017,47,,60,,47
114584,E01006531,2,2017,40,,65,,40
114585,E01006531,2,2017,47,,70,,47
114586,E01006531,2,2017,60,,75,,60
114587,E01006531,2,2017,65,,80,,65
114588,E01006531,2,2017,51,,85,,51
114589,E01006532,2,2017,35,"[0,10)",0,"[0,15)",35
114590,E01006532,2,2017,21,"[0,10)",5,"[0,15)",21
114591,E01006532,2,2017,28,"[10,15)",10,"[0,15)",28
114592,E01006532,2,2017,25,"[15,20)",15,"[15,25]",25
114593,E01006532,2,2017,24,"[20,25]",20,"[15,25]",24
114594,E01006532,2,2017,27,"[20,25]",25,"[15,25]",27
114595,E01006532,2,2017,29,,30,,29
114596,E01006532,2,2017,41,,35,,41
114597,E01006532,2,2017,43,,40,,43
114598,E01006532,2,2017,47,,45,,47
114599,E01006532,2,2017,65,,50,,65
114600,E01006532,2,2017,72,,55,,72
114601,E01006532,2,2017,74,,60,,74
114602,E01006532,2,2017,57,,65,,57
114603,E01006532,2,2017,61,,70,,61
114604,E01006532,2,2017,23,,75,,23
114605,E01006532,2,2017,46,,80,,46
114606,E01006532,2,2017,43,,85,,43
114607,E01006533,2,2017,38,"[0,10)",0,"[0,15)",38
114608,E01006533,2,2017,31,"[0,10)",5,"[0,15)",31
114609,E01006533,2,2017,17,"[10,15)",10,"[0,15)",17
114610,E01006533,2,2017,28,"[15,20)",15,"[15,25]",28
114611,E01006533,2,2017,20,"[20,25]",20,"[15,25]",20
114612,E01006533,2,2017,32,"[20,25]",25,"[15,25]",32
114613,E01006533,2,2017,35,,30,,35
114614,E01006533,2,2017,24,,35,,24
114615,E01006533,2,2017,36,,40,,36
114616,E01006533,2,2017,49,,45,,49
114617,E01006533,2,2017,43,,50,,43
114618,E01006533,2,2017,71,,55,,71
114619,E01006533,2,2017,51,,60,,51
114620,E01006533,2,2017,62,,65,,62
114621,E01006533,2,2017,34,,70,,34
114622,E01006533,2,2017,29,,75,,29
114623,E01006533,2,2017,39,,80,,39
114624,E01006533,2,2017,39,,85,,39
114625,E01006534,2,2017,41,"[0,10)",0,"[0,15)",41
114626,E01006534,2,2017,46,"[0,10)",5,"[0,15)",46
114627,E01006534,2,2017,43,"[10,15)",10,"[0,15)",43
114628,E01006534,2,2017,47,"[15,20)",15,"[15,25]",47
114629,E01006534,2,2017,32,"[20,25]",20,"[15,25]",32
114630,E01006534,2,2017,50,"[20,25]",25,"[15,25]",50
114631,E01006534,2,2017,47,,30,,47
114632,E01006534,2,2017,47,,35,,47
114633,E01006534,2,2017,65,,40,,65
114634,E01006534,2,2017,56,,45,,56
114635,E01006534,2,2017,87,,50,,87
114636,E01006534,2,2017,85,,55,,85
114637,E01006534,2,2017,57,,60,,57
114638,E01006534,2,2017,39,,65,,39
114639,E01006534,2,2017,23,,70,,23
114640,E01006534,2,2017,22,,75,,22
114641,E01006534,2,2017,19,,80,,19
114642,E01006534,2,2017,27,,85,,27
114643,E01006535,2,2017,31,"[0,10)",0,"[0,15)",31
114644,E01006535,2,2017,38,"[0,10)",5,"[0,15)",38
114645,E01006535,2,2017,24,"[10,15)",10,"[0,15)",24
114646,E01006535,2,2017,33,"[15,20)",15,"[15,25]",33
114647,E01006535,2,2017,40,"[20,25]",20,"[15,25]",40
114648,E01006535,2,2017,51,"[20,25]",25,"[15,25]",51
114649,E01006535,2,2017,48,,30,,48
114650,E01006535,2,2017,39,,35,,39
114651,E01006535,2,2017,39,,40,,39
114652,E01006535,2,2017,69,,45,,69
114653,E01006535,2,2017,82,,50,,82
114654,E01006535,2,2017,83,,55,,83
114655,E01006535,2,2017,40,,60,,40
114656,E01006535,2,2017,43,,65,,43
114657,E01006535,2,2017,44,,70,,44
114658,E01006535,2,2017,33,,75,,33
114659,E01006535,2,2017,35,,80,,35
114660,E01006535,2,2017,49,,85,,49
114661,E01006536,2,2017,45,"[0,10)",0,"[0,15)",45
114662,E01006536,2,2017,55,"[0,10)",5,"[0,15)",55
114663,E01006536,2,2017,39,"[10,15)",10,"[0,15)",39
114664,E01006536,2,2017,45,"[15,20)",15,"[15,25]",45
114665,E01006536,2,2017,49,"[20,25]",20,"[15,25]",49
114666,E01006536,2,2017,70,"[20,25]",25,"[15,25]",70
114667,E01006536,2,2017,71,,30,,71
114668,E01006536,2,2017,50,,35,,50
114669,E01006536,2,2017,49,,40,,49
114670,E01006536,2,2017,68,,45,,68
114671,E01006536,2,2017,77,,50,,77
114672,E01006536,2,2017,90,,55,,90
114673,E01006536,2,2017,49,,60,,49
114674,E01006536,2,2017,62,,65,,62
114675,E01006536,2,2017,35,,70,,35
114676,E01006536,2,2017,29,,75,,29
114677,E01006536,2,2017,25,,80,,25
114678,E01006536,2,2017,21,,85,,21
114679,E01006537,2,2017,115,"[0,10)",0,"[0,15)",115
114680,E01006537,2,2017,79,"[0,10)",5,"[0,15)",79
114681,E01006537,2,2017,63,"[10,15)",10,"[0,15)",63
114682,E01006537,2,2017,39,"[15,20)",15,"[15,25]",39
114683,E01006537,2,2017,93,"[20,25]",20,"[15,25]",93
114684,E01006537,2,2017,149,"[20,25]",25,"[15,25]",149
114685,E01006537,2,2017,154,,30,,154
114686,E01006537,2,2017,88,,35,,88
114687,E01006537,2,2017,62,,40,,62
114688,E01006537,2,2017,63,,45,,63
114689,E01006537,2,2017,70,,50,,70
114690,E01006537,2,2017,85,,55,,85
114691,E01006537,2,2017,53,,60,,53
114692,E01006537,2,2017,51,,65,,51
114693,E01006537,2,2017,53,,70,,53
114694,E01006537,2,2017,29,,75,,29
114695,E01006537,2,2017,19,,80,,19
114696,E01006537,2,2017,18,,85,,18
114697,E01006538,2,2017,33,"[0,10)",0,"[0,15)",33
114698,E01006538,2,2017,35,"[0,10)",5,"[0,15)",35
114699,E01006538,2,2017,22,"[10,15)",10,"[0,15)",22
114700,E01006538,2,2017,34,"[15,20)",15,"[15,25]",34
114701,E01006538,2,2017,28,"[20,25]",20,"[15,25]",28
114702,E01006538,2,2017,40,"[20,25]",25,"[15,25]",40
114703,E01006538,2,2017,41,,30,,41
114704,E01006538,2,2017,37,,35,,37
114705,E01006538,2,2017,19,,40,,19
114706,E01006538,2,2017,47,,45,,47
114707,E01006538,2,2017,75,,50,,75
114708,E01006538,2,2017,64,,55,,64
114709,E01006538,2,2017,37,,60,,37
114710,E01006538,2,2017,37,,65,,37
114711,E01006538,2,2017,29,,70,,29
114712,E01006538,2,2017,32,,75,,32
114713,E01006538,2,2017,21,,80,,21
114714,E01006538,2,2017,21,,85,,21
114715,E01006539,2,2017,19,"[0,10)",0,"[0,15)",19
114716,E01006539,2,2017,36,"[0,10)",5,"[0,15)",36
114717,E01006539,2,2017,25,"[10,15)",10,"[0,15)",25
114718,E01006539,2,2017,38,"[15,20)",15,"[15,25]",38
114719,E01006539,2,2017,19,"[20,25]",20,"[15,25]",19
114720,E01006539,2,2017,20,"[20,25]",25,"[15,25]",20
114721,E01006539,2,2017,20,,30,,20
114722,E01006539,2,2017,35,,35,,35
114723,E01006539,2,2017,25,,40,,25
114724,E01006539,2,2017,53,,45,,53
114725,E01006539,2,2017,52,,50,,52
114726,E01006539,2,2017,83,,55,,83
114727,E01006539,2,2017,67,,60,,67
114728,E01006539,2,2017,79,,65,,79
114729,E01006539,2,2017,43,,70,,43
114730,E01006539,2,2017,34,,75,,34
114731,E01006539,2,2017,14,,80,,14
114732,E01006539,2,2017,30,,85,,30
114733,E01006540,2,2017,64,"[0,10)",0,"[0,15)",64
114734,E01006540,2,2017,81,"[0,10)",5,"[0,15)",81
114735,E01006540,2,2017,46,"[10,15)",10,"[0,15)",46
114736,E01006540,2,2017,42,"[15,20)",15,"[15,25]",42
114737,E01006540,2,2017,70,"[20,25]",20,"[15,25]",70
114738,E01006540,2,2017,131,"[20,25]",25,"[15,25]",131
114739,E01006540,2,2017,77,,30,,77
114740,E01006540,2,2017,67,,35,,67
114741,E01006540,2,2017,50,,40,,50
114742,E01006540,2,2017,69,,45,,69
114743,E01006540,2,2017,47,,50,,47
114744,E01006540,2,2017,36,,55,,36
114745,E01006540,2,2017,21,,60,,21
114746,E01006540,2,2017,24,,65,,24
114747,E01006540,2,2017,17,,70,,17
114748,E01006540,2,2017,16,,75,,16
114749,E01006540,2,2017,13,,80,,13
114750,E01006540,2,2017,13,,85,,13
114751,E01006541,2,2017,30,"[0,10)",0,"[0,15)",30
114752,E01006541,2,2017,31,"[0,10)",5,"[0,15)",31
114753,E01006541,2,2017,38,"[10,15)",10,"[0,15)",38
114754,E01006541,2,2017,28,"[15,20)",15,"[15,25]",28
114755,E01006541,2,2017,64,"[20,25]",20,"[15,25]",64
114756,E01006541,2,2017,56,"[20,25]",25,"[15,25]",56
114757,E01006541,2,2017,63,,30,,63
114758,E01006541,2,2017,44,,35,,44
114759,E01006541,2,2017,38,,40,,38
114760,E01006541,2,2017,65,,45,,65
114761,E01006541,2,2017,51,,50,,51
114762,E01006541,2,2017,65,,55,,65
114763,E01006541,2,2017,40,,60,,40
114764,E01006541,2,2017,50,,65,,50
114765,E01006541,2,2017,48,,70,,48
114766,E01006541,2,2017,21,,75,,21
114767,E01006541,2,2017,42,,80,,42
114768,E01006541,2,2017,15,,85,,15
114769,E01006542,2,2017,43,"[0,10)",0,"[0,15)",43
114770,E01006542,2,2017,54,"[0,10)",5,"[0,15)",54
114771,E01006542,2,2017,33,"[10,15)",10,"[0,15)",33
114772,E01006542,2,2017,47,"[15,20)",15,"[15,25]",47
114773,E01006542,2,2017,71,"[20,25]",20,"[15,25]",71
114774,E01006542,2,2017,58,"[20,25]",25,"[15,25]",58
114775,E01006542,2,2017,42,,30,,42
114776,E01006542,2,2017,36,,35,,36
114777,E01006542,2,2017,41,,40,,41
114778,E01006542,2,2017,57,,45,,57
114779,E01006542,2,2017,50,,50,,50
114780,E01006542,2,2017,57,,55,,57
114781,E01006542,2,2017,28,,60,,28
114782,E01006542,2,2017,22,,65,,22
114783,E01006542,2,2017,27,,70,,27
114784,E01006542,2,2017,17,,75,,17
114785,E01006542,2,2017,19,,80,,19
114786,E01006542,2,2017,39,,85,,39
114787,E01006543,2,2017,38,"[0,10)",0,"[0,15)",38
114788,E01006543,2,2017,29,"[0,10)",5,"[0,15)",29
114789,E01006543,2,2017,28,"[10,15)",10,"[0,15)",28
114790,E01006543,2,2017,23,"[15,20)",15,"[15,25]",23
114791,E01006543,2,2017,28,"[20,25]",20,"[15,25]",28
114792,E01006543,2,2017,43,"[20,25]",25,"[15,25]",43
114793,E01006543,2,2017,37,,30,,37
114794,E01006543,2,2017,25,,35,,25
114795,E01006543,2,2017,31,,40,,31
114796,E01006543,2,2017,30,,45,,30
114797,E01006543,2,2017,64,,50,,64
114798,E01006543,2,2017,68,,55,,68
114799,E01006543,2,2017,43,,60,,43
114800,E01006543,2,2017,44,,65,,44
114801,E01006543,2,2017,32,,70,,32
114802,E01006543,2,2017,30,,75,,30
114803,E01006543,2,2017,18,,80,,18
114804,E01006543,2,2017,17,,85,,17
114805,E01006544,2,2017,75,"[0,10)",0,"[0,15)",75
114806,E01006544,2,2017,47,"[0,10)",5,"[0,15)",47
114807,E01006544,2,2017,53,"[10,15)",10,"[0,15)",53
114808,E01006544,2,2017,61,"[15,20)",15,"[15,25]",61
114809,E01006544,2,2017,59,"[20,25]",20,"[15,25]",59
114810,E01006544,2,2017,70,"[20,25]",25,"[15,25]",70
114811,E01006544,2,2017,64,,30,,64
114812,E01006544,2,2017,54,,35,,54
114813,E01006544,2,2017,39,,40,,39
114814,E01006544,2,2017,58,,45,,58
114815,E01006544,2,2017,75,,50,,75
114816,E01006544,2,2017,64,,55,,64
114817,E01006544,2,2017,34,,60,,34
114818,E01006544,2,2017,33,,65,,33
114819,E01006544,2,2017,22,,70,,22
114820,E01006544,2,2017,34,,75,,34
114821,E01006544,2,2017,26,,80,,26
114822,E01006544,2,2017,13,,85,,13
