V1,lsoa11,sex,year,an_pop,age_group,age_cat,age_group2,an_pop2
3246811,E01006798,1,2019,62,,30,,62
3246812,E01006798,1,2019,37,,35,,37
3246813,E01006798,1,2019,42,,40,,42
3246814,E01006798,1,2019,34,,45,,34
3246815,E01006798,1,2019,33,,50,,33
3246816,E01006798,1,2019,37,,55,,37
3246817,E01006798,1,2019,49,,60,,49
3246818,E01006798,1,2019,44,,65,,44
3246819,E01006798,1,2019,50,,70,,50
3246820,E01006798,1,2019,32,,75,,32
3246821,E01006798,1,2019,19,,80,,19
3246822,E01006798,1,2019,16,,85,,16
3246823,E01006799,1,2019,14,"[0,10)",0,"[0,15)",14
3246824,E01006799,1,2019,31,"[0,10)",5,"[0,15)",31
3246825,E01006799,1,2019,19,"[10,15)",10,"[0,15)",19
3246826,E01006799,1,2019,33,"[15,20)",15,"[15,25]",33
3246827,E01006799,1,2019,16,"[20,25]",20,"[15,25]",16
3246828,E01006799,1,2019,71,"[20,25]",25,"[15,25]",71
3246829,E01006799,1,2019,54,,30,,54
3246830,E01006799,1,2019,55,,35,,55
3246831,E01006799,1,2019,33,,40,,33
3246832,E01006799,1,2019,39,,45,,39
3246833,E01006799,1,2019,60,,50,,60
3246834,E01006799,1,2019,63,,55,,63
3246835,E01006799,1,2019,100,,60,,100
3246836,E01006799,1,2019,93,,65,,93
3246837,E01006799,1,2019,68,,70,,68
3246838,E01006799,1,2019,47,,75,,47
3246839,E01006799,1,2019,41,,80,,41
3246840,E01006799,1,2019,38,,85,,38
3246841,E01006800,1,2019,45,"[0,10)",0,"[0,15)",45
3246842,E01006800,1,2019,30,"[0,10)",5,"[0,15)",30
3246843,E01006800,1,2019,35,"[10,15)",10,"[0,15)",35
3246844,E01006800,1,2019,31,"[15,20)",15,"[15,25]",31
3246845,E01006800,1,2019,21,"[20,25]",20,"[15,25]",21
3246846,E01006800,1,2019,33,"[20,25]",25,"[15,25]",33
3246847,E01006800,1,2019,44,,30,,44
3246848,E01006800,1,2019,31,,35,,31
3246849,E01006800,1,2019,27,,40,,27
3246850,E01006800,1,2019,34,,45,,34
3246851,E01006800,1,2019,45,,50,,45
3246852,E01006800,1,2019,60,,55,,60
3246853,E01006800,1,2019,59,,60,,59
3246854,E01006800,1,2019,45,,65,,45
3246855,E01006800,1,2019,55,,70,,55
3246856,E01006800,1,2019,42,,75,,42
3246857,E01006800,1,2019,40,,80,,40
3246858,E01006800,1,2019,46,,85,,46
3246859,E01006801,1,2019,83,"[0,10)",0,"[0,15)",83
3246860,E01006801,1,2019,31,"[0,10)",5,"[0,15)",31
3246861,E01006801,1,2019,21,"[10,15)",10,"[0,15)",21
3246862,E01006801,1,2019,30,"[15,20)",15,"[15,25]",30
3246863,E01006801,1,2019,31,"[20,25]",20,"[15,25]",31
3246864,E01006801,1,2019,42,"[20,25]",25,"[15,25]",42
3246865,E01006801,1,2019,41,,30,,41
3246866,E01006801,1,2019,51,,35,,51
3246867,E01006801,1,2019,31,,40,,31
3246868,E01006801,1,2019,49,,45,,49
3246869,E01006801,1,2019,62,,50,,62
3246870,E01006801,1,2019,65,,55,,65
3246871,E01006801,1,2019,52,,60,,52
3246872,E01006801,1,2019,51,,65,,51
3246873,E01006801,1,2019,47,,70,,47
3246874,E01006801,1,2019,29,,75,,29
3246875,E01006801,1,2019,29,,80,,29
3246876,E01006801,1,2019,27,,85,,27
3252313,E01007110,1,2019,35,"[0,10)",0,"[0,15)",35
3252314,E01007110,1,2019,47,"[0,10)",5,"[0,15)",47
3252315,E01007110,1,2019,37,"[10,15)",10,"[0,15)",37
3252316,E01007110,1,2019,57,"[15,20)",15,"[15,25]",57
3252317,E01007110,1,2019,27,"[20,25]",20,"[15,25]",27
3252318,E01007110,1,2019,43,"[20,25]",25,"[15,25]",43
3252319,E01007110,1,2019,41,,30,,41
3252320,E01007110,1,2019,50,,35,,50
3252321,E01007110,1,2019,35,,40,,35
3252322,E01007110,1,2019,53,,45,,53
3252323,E01007110,1,2019,58,,50,,58
3252324,E01007110,1,2019,57,,55,,57
3252325,E01007110,1,2019,53,,60,,53
3252326,E01007110,1,2019,51,,65,,51
3252327,E01007110,1,2019,52,,70,,52
3252328,E01007110,1,2019,36,,75,,36
3252329,E01007110,1,2019,34,,80,,34
3252330,E01007110,1,2019,28,,85,,28
3252331,E01007111,1,2019,33,"[0,10)",0,"[0,15)",33
3252332,E01007111,1,2019,38,"[0,10)",5,"[0,15)",38
3252333,E01007111,1,2019,46,"[10,15)",10,"[0,15)",46
3252334,E01007111,1,2019,43,"[15,20)",15,"[15,25]",43
3252335,E01007111,1,2019,34,"[20,25]",20,"[15,25]",34
3252336,E01007111,1,2019,35,"[20,25]",25,"[15,25]",35
3252337,E01007111,1,2019,44,,30,,44
3252338,E01007111,1,2019,47,,35,,47
3252339,E01007111,1,2019,44,,40,,44
3252340,E01007111,1,2019,61,,45,,61
3252341,E01007111,1,2019,64,,50,,64
3252342,E01007111,1,2019,65,,55,,65
3252343,E01007111,1,2019,52,,60,,52
3252344,E01007111,1,2019,54,,65,,54
3252345,E01007111,1,2019,42,,70,,42
3252346,E01007111,1,2019,26,,75,,26
3252347,E01007111,1,2019,14,,80,,14
3252348,E01007111,1,2019,10,,85,,10
3252349,E01007112,1,2019,39,"[0,10)",0,"[0,15)",39
3252350,E01007112,1,2019,43,"[0,10)",5,"[0,15)",43
3252351,E01007112,1,2019,46,"[10,15)",10,"[0,15)",46
3252352,E01007112,1,2019,51,"[15,20)",15,"[15,25]",51
3252353,E01007112,1,2019,43,"[20,25]",20,"[15,25]",43
3252354,E01007112,1,2019,45,"[20,25]",25,"[15,25]",45
3252355,E01007112,1,2019,34,,30,,34
3252356,E01007112,1,2019,52,,35,,52
3252357,E01007112,1,2019,48,,40,,48
3252358,E01007112,1,2019,49,,45,,49
3252359,E01007112,1,2019,56,,50,,56
3252360,E01007112,1,2019,57,,55,,57
3252361,E01007112,1,2019,50,,60,,50
3252362,E01007112,1,2019,37,,65,,37
3252363,E01007112,1,2019,32,,70,,32
3252364,E01007112,1,2019,28,,75,,28
3252365,E01007112,1,2019,26,,80,,26
3252366,E01007112,1,2019,15,,85,,15
3252367,E01007113,1,2019,28,"[0,10)",0,"[0,15)",28
3252368,E01007113,1,2019,33,"[0,10)",5,"[0,15)",33
3252369,E01007113,1,2019,45,"[10,15)",10,"[0,15)",45
3252370,E01007113,1,2019,37,"[15,20)",15,"[15,25]",37
3252371,E01007113,1,2019,31,"[20,25]",20,"[15,25]",31
3252372,E01007113,1,2019,33,"[20,25]",25,"[15,25]",33
3252373,E01007113,1,2019,18,,30,,18
3252374,E01007113,1,2019,44,,35,,44
3252375,E01007113,1,2019,30,,40,,30
3252376,E01007113,1,2019,47,,45,,47
3252377,E01007113,1,2019,71,,50,,71
3252378,E01007113,1,2019,57,,55,,57
3252379,E01007113,1,2019,50,,60,,50
3252380,E01007113,1,2019,38,,65,,38
3252381,E01007113,1,2019,39,,70,,39
3252382,E01007113,1,2019,22,,75,,22
3252383,E01007113,1,2019,16,,80,,16
3252384,E01007113,1,2019,20,,85,,20
3252385,E01007114,1,2019,60,"[0,10)",0,"[0,15)",60
3252386,E01007114,1,2019,62,"[0,10)",5,"[0,15)",62
3252387,E01007114,1,2019,52,"[10,15)",10,"[0,15)",52
3252388,E01007114,1,2019,45,"[15,20)",15,"[15,25]",45
3252389,E01007114,1,2019,57,"[20,25]",20,"[15,25]",57
3252390,E01007114,1,2019,48,"[20,25]",25,"[15,25]",48
3252391,E01007114,1,2019,40,,30,,40
3252392,E01007114,1,2019,39,,35,,39
3252393,E01007114,1,2019,36,,40,,36
3252394,E01007114,1,2019,49,,45,,49
3252395,E01007114,1,2019,43,,50,,43
3252396,E01007114,1,2019,47,,55,,47
3252397,E01007114,1,2019,38,,60,,38
3252398,E01007114,1,2019,33,,65,,33
3252399,E01007114,1,2019,23,,70,,23
3252400,E01007114,1,2019,17,,75,,17
3252401,E01007114,1,2019,10,,80,,10
3252402,E01007114,1,2019,10,,85,,10
3252403,E01007115,1,2019,42,"[0,10)",0,"[0,15)",42
3252404,E01007115,1,2019,47,"[0,10)",5,"[0,15)",47
3252405,E01007115,1,2019,64,"[10,15)",10,"[0,15)",64
3252406,E01007115,1,2019,42,"[15,20)",15,"[15,25]",42
3252407,E01007115,1,2019,41,"[20,25]",20,"[15,25]",41
3252408,E01007115,1,2019,55,"[20,25]",25,"[15,25]",55
3252409,E01007115,1,2019,35,,30,,35
3252410,E01007115,1,2019,57,,35,,57
3252411,E01007115,1,2019,45,,40,,45
3252412,E01007115,1,2019,64,,45,,64
3252413,E01007115,1,2019,53,,50,,53
3252414,E01007115,1,2019,38,,55,,38
3252415,E01007115,1,2019,39,,60,,39
3252416,E01007115,1,2019,50,,65,,50
3252417,E01007115,1,2019,43,,70,,43
3252418,E01007115,1,2019,28,,75,,28
3252419,E01007115,1,2019,10,,80,,10
3252420,E01007115,1,2019,11,,85,,11
3252421,E01007116,1,2019,48,"[0,10)",0,"[0,15)",48
3252422,E01007116,1,2019,71,"[0,10)",5,"[0,15)",71
3252423,E01007116,1,2019,54,"[10,15)",10,"[0,15)",54
3252424,E01007116,1,2019,34,"[15,20)",15,"[15,25]",34
3252425,E01007116,1,2019,34,"[20,25]",20,"[15,25]",34
3252426,E01007116,1,2019,65,"[20,25]",25,"[15,25]",65
3252427,E01007116,1,2019,43,,30,,43
3252428,E01007116,1,2019,46,,35,,46
3252429,E01007116,1,2019,53,,40,,53
3252430,E01007116,1,2019,52,,45,,52
3252431,E01007116,1,2019,48,,50,,48
3252432,E01007116,1,2019,50,,55,,50
3252433,E01007116,1,2019,46,,60,,46
3252434,E01007116,1,2019,31,,65,,31
3252435,E01007116,1,2019,43,,70,,43
3252436,E01007116,1,2019,35,,75,,35
3252437,E01007116,1,2019,22,,80,,22
3252438,E01007116,1,2019,23,,85,,23
3252439,E01007117,1,2019,39,"[0,10)",0,"[0,15)",39
3252440,E01007117,1,2019,54,"[0,10)",5,"[0,15)",54
3252441,E01007117,1,2019,63,"[10,15)",10,"[0,15)",63
3252442,E01007117,1,2019,59,"[15,20)",15,"[15,25]",59
3252443,E01007117,1,2019,43,"[20,25]",20,"[15,25]",43
3252444,E01007117,1,2019,59,"[20,25]",25,"[15,25]",59
3252445,E01007117,1,2019,49,,30,,49
3252446,E01007117,1,2019,39,,35,,39
3252447,E01007117,1,2019,47,,40,,47
3252448,E01007117,1,2019,55,,45,,55
3252449,E01007117,1,2019,56,,50,,56
3252450,E01007117,1,2019,87,,55,,87
3252451,E01007117,1,2019,40,,60,,40
3252452,E01007117,1,2019,35,,65,,35
3252453,E01007117,1,2019,28,,70,,28
3252454,E01007117,1,2019,29,,75,,29
3252455,E01007117,1,2019,13,,80,,13
3252456,E01007117,1,2019,11,,85,,11
3252457,E01007118,1,2019,56,"[0,10)",0,"[0,15)",56
3252458,E01007118,1,2019,86,"[0,10)",5,"[0,15)",86
3252459,E01007118,1,2019,36,"[10,15)",10,"[0,15)",36
3252460,E01007118,1,2019,42,"[15,20)",15,"[15,25]",42
3252461,E01007118,1,2019,35,"[20,25]",20,"[15,25]",35
3252462,E01007118,1,2019,37,"[20,25]",25,"[15,25]",37
3252463,E01007118,1,2019,59,,30,,59
3252464,E01007118,1,2019,53,,35,,53
3252465,E01007118,1,2019,54,,40,,54
3252466,E01007118,1,2019,48,,45,,48
3252467,E01007118,1,2019,58,,50,,58
3252468,E01007118,1,2019,73,,55,,73
3252469,E01007118,1,2019,63,,60,,63
3252470,E01007118,1,2019,32,,65,,32
3252471,E01007118,1,2019,33,,70,,33
3252472,E01007118,1,2019,23,,75,,23
3252473,E01007118,1,2019,7,,80,,7
3252474,E01007118,1,2019,12,,85,,12
3252475,E01007119,1,2019,81,"[0,10)",0,"[0,15)",81
3252476,E01007119,1,2019,61,"[0,10)",5,"[0,15)",61
3252477,E01007119,1,2019,66,"[10,15)",10,"[0,15)",66
3252478,E01007119,1,2019,43,"[15,20)",15,"[15,25]",43
3252479,E01007119,1,2019,55,"[20,25]",20,"[15,25]",55
3252480,E01007119,1,2019,52,"[20,25]",25,"[15,25]",52
3252481,E01007119,1,2019,69,,30,,69
3252482,E01007119,1,2019,34,,35,,34
3252483,E01007119,1,2019,37,,40,,37
3252484,E01007119,1,2019,42,,45,,42
3252485,E01007119,1,2019,37,,50,,37
3252486,E01007119,1,2019,36,,55,,36
3252487,E01007119,1,2019,37,,60,,37
3252488,E01007119,1,2019,22,,65,,22
3252489,E01007119,1,2019,33,,70,,33
3252490,E01007119,1,2019,20,,75,,20
3252491,E01007119,1,2019,19,,80,,19
3252492,E01007119,1,2019,14,,85,,14
3252493,E01007120,1,2019,37,"[0,10)",0,"[0,15)",37
3252494,E01007120,1,2019,84,"[0,10)",5,"[0,15)",84
3252495,E01007120,1,2019,62,"[10,15)",10,"[0,15)",62
3252496,E01007120,1,2019,56,"[15,20)",15,"[15,25]",56
3252497,E01007120,1,2019,40,"[20,25]",20,"[15,25]",40
3252498,E01007120,1,2019,37,"[20,25]",25,"[15,25]",37
3252499,E01007120,1,2019,39,,30,,39
3252500,E01007120,1,2019,41,,35,,41
3252501,E01007120,1,2019,37,,40,,37
3252502,E01007120,1,2019,42,,45,,42
3252503,E01007120,1,2019,49,,50,,49
3252504,E01007120,1,2019,40,,55,,40
3252505,E01007120,1,2019,32,,60,,32
3252506,E01007120,1,2019,27,,65,,27
3252507,E01007120,1,2019,40,,70,,40
3252508,E01007120,1,2019,18,,75,,18
3252509,E01007120,1,2019,4,,80,,4
3252510,E01007120,1,2019,7,,85,,7
3252511,E01007121,1,2019,55,"[0,10)",0,"[0,15)",55
3252512,E01007121,1,2019,38,"[0,10)",5,"[0,15)",38
3252513,E01007121,1,2019,44,"[10,15)",10,"[0,15)",44
3252514,E01007121,1,2019,48,"[15,20)",15,"[15,25]",48
3252515,E01007121,1,2019,49,"[20,25]",20,"[15,25]",49
3252516,E01007121,1,2019,52,"[20,25]",25,"[15,25]",52
3252517,E01007121,1,2019,54,,30,,54
3252518,E01007121,1,2019,33,,35,,33
3252519,E01007121,1,2019,48,,40,,48
3252520,E01007121,1,2019,38,,45,,38
3252521,E01007121,1,2019,41,,50,,41
3252522,E01007121,1,2019,38,,55,,38
3252523,E01007121,1,2019,37,,60,,37
3252524,E01007121,1,2019,28,,65,,28
3252525,E01007121,1,2019,22,,70,,22
3252526,E01007121,1,2019,15,,75,,15
3252527,E01007121,1,2019,8,,80,,8
3252528,E01007121,1,2019,4,,85,,4
3252529,E01007122,1,2019,65,"[0,10)",0,"[0,15)",65
3252530,E01007122,1,2019,47,"[0,10)",5,"[0,15)",47
3252531,E01007122,1,2019,48,"[10,15)",10,"[0,15)",48
3252532,E01007122,1,2019,64,"[15,20)",15,"[15,25]",64
3252533,E01007122,1,2019,44,"[20,25]",20,"[15,25]",44
3252534,E01007122,1,2019,44,"[20,25]",25,"[15,25]",44
3252535,E01007122,1,2019,43,,30,,43
3252536,E01007122,1,2019,50,,35,,50
3252537,E01007122,1,2019,36,,40,,36
3252538,E01007122,1,2019,37,,45,,37
3252539,E01007122,1,2019,46,,50,,46
3252540,E01007122,1,2019,54,,55,,54
3252541,E01007122,1,2019,33,,60,,33
3252542,E01007122,1,2019,32,,65,,32
3252543,E01007122,1,2019,32,,70,,32
3252544,E01007122,1,2019,10,,75,,10
3252545,E01007122,1,2019,7,,80,,7
3252546,E01007122,1,2019,1,,85,,1
3252547,E01007123,1,2019,75,"[0,10)",0,"[0,15)",75
3252548,E01007123,1,2019,63,"[0,10)",5,"[0,15)",63
3252549,E01007123,1,2019,60,"[10,15)",10,"[0,15)",60
3252550,E01007123,1,2019,53,"[15,20)",15,"[15,25]",53
3252551,E01007123,1,2019,45,"[20,25]",20,"[15,25]",45
3252552,E01007123,1,2019,53,"[20,25]",25,"[15,25]",53
3252553,E01007123,1,2019,43,,30,,43
3252554,E01007123,1,2019,36,,35,,36
3252555,E01007123,1,2019,37,,40,,37
3252556,E01007123,1,2019,45,,45,,45
3252557,E01007123,1,2019,41,,50,,41
3252558,E01007123,1,2019,38,,55,,38
3252559,E01007123,1,2019,35,,60,,35
3252560,E01007123,1,2019,25,,65,,25
3252561,E01007123,1,2019,20,,70,,20
3252562,E01007123,1,2019,11,,75,,11
3252563,E01007123,1,2019,8,,80,,8
3252564,E01007123,1,2019,6,,85,,6
3252565,E01007124,1,2019,85,"[0,10)",0,"[0,15)",85
3252566,E01007124,1,2019,91,"[0,10)",5,"[0,15)",91
3252567,E01007124,1,2019,60,"[10,15)",10,"[0,15)",60
3252568,E01007124,1,2019,58,"[15,20)",15,"[15,25]",58
3252569,E01007124,1,2019,44,"[20,25]",20,"[15,25]",44
3252570,E01007124,1,2019,39,"[20,25]",25,"[15,25]",39
3252571,E01007124,1,2019,32,,30,,32
3252572,E01007124,1,2019,51,,35,,51
3252573,E01007124,1,2019,27,,40,,27
3252574,E01007124,1,2019,38,,45,,38
3252575,E01007124,1,2019,42,,50,,42
3252576,E01007124,1,2019,34,,55,,34
3252577,E01007124,1,2019,28,,60,,28
3252578,E01007124,1,2019,43,,65,,43
3252579,E01007124,1,2019,17,,70,,17
3252580,E01007124,1,2019,13,,75,,13
3252581,E01007124,1,2019,13,,80,,13
3252582,E01007124,1,2019,3,,85,,3
3252583,E01007125,1,2019,60,"[0,10)",0,"[0,15)",60
3252584,E01007125,1,2019,55,"[0,10)",5,"[0,15)",55
3252585,E01007125,1,2019,61,"[10,15)",10,"[0,15)",61
3252586,E01007125,1,2019,57,"[15,20)",15,"[15,25]",57
3252587,E01007125,1,2019,52,"[20,25]",20,"[15,25]",52
3252588,E01007125,1,2019,50,"[20,25]",25,"[15,25]",50
3252589,E01007125,1,2019,57,,30,,57
3252590,E01007125,1,2019,46,,35,,46
3252591,E01007125,1,2019,55,,40,,55
3252592,E01007125,1,2019,50,,45,,50
3252593,E01007125,1,2019,66,,50,,66
3252594,E01007125,1,2019,51,,55,,51
3252595,E01007125,1,2019,44,,60,,44
3252596,E01007125,1,2019,36,,65,,36
3252597,E01007125,1,2019,30,,70,,30
3252598,E01007125,1,2019,21,,75,,21
3252599,E01007125,1,2019,15,,80,,15
3252600,E01007125,1,2019,13,,85,,13
3252601,E01007126,1,2019,55,"[0,10)",0,"[0,15)",55
3252602,E01007126,1,2019,51,"[0,10)",5,"[0,15)",51
3252603,E01007126,1,2019,37,"[10,15)",10,"[0,15)",37
3252604,E01007126,1,2019,89,"[15,20)",15,"[15,25]",89
3252605,E01007126,1,2019,90,"[20,25]",20,"[15,25]",90
3252606,E01007126,1,2019,103,"[20,25]",25,"[15,25]",103
3252607,E01007126,1,2019,103,,30,,103
3252608,E01007126,1,2019,78,,35,,78
3252609,E01007126,1,2019,85,,40,,85
3252610,E01007126,1,2019,86,,45,,86
3252611,E01007126,1,2019,65,,50,,65
3252612,E01007126,1,2019,74,,55,,74
3252613,E01007126,1,2019,57,,60,,57
3252614,E01007126,1,2019,53,,65,,53
3252615,E01007126,1,2019,40,,70,,40
3252616,E01007126,1,2019,16,,75,,16
3252617,E01007126,1,2019,12,,80,,12
3252618,E01007126,1,2019,12,,85,,12
3252619,E01007127,1,2019,72,"[0,10)",0,"[0,15)",72
3252620,E01007127,1,2019,70,"[0,10)",5,"[0,15)",70
3252621,E01007127,1,2019,55,"[10,15)",10,"[0,15)",55
3252622,E01007127,1,2019,71,"[15,20)",15,"[15,25]",71
3252623,E01007127,1,2019,64,"[20,25]",20,"[15,25]",64
3252624,E01007127,1,2019,58,"[20,25]",25,"[15,25]",58
3252625,E01007127,1,2019,58,,30,,58
3252626,E01007127,1,2019,36,,35,,36
3252627,E01007127,1,2019,38,,40,,38
3252628,E01007127,1,2019,36,,45,,36
3252629,E01007127,1,2019,48,,50,,48
3252630,E01007127,1,2019,43,,55,,43
3252631,E01007127,1,2019,46,,60,,46
3252632,E01007127,1,2019,38,,65,,38
3252633,E01007127,1,2019,21,,70,,21
3252634,E01007127,1,2019,9,,75,,9
3252635,E01007127,1,2019,12,,80,,12
3252636,E01007127,1,2019,8,,85,,8
3252637,E01007128,1,2019,36,"[0,10)",0,"[0,15)",36
3252638,E01007128,1,2019,63,"[0,10)",5,"[0,15)",63
3252639,E01007128,1,2019,59,"[10,15)",10,"[0,15)",59
3252640,E01007128,1,2019,78,"[15,20)",15,"[15,25]",78
3252641,E01007128,1,2019,40,"[20,25]",20,"[15,25]",40
3252642,E01007128,1,2019,32,"[20,25]",25,"[15,25]",32
3252643,E01007128,1,2019,65,,30,,65
3252644,E01007128,1,2019,59,,35,,59
3252645,E01007128,1,2019,52,,40,,52
3252646,E01007128,1,2019,66,,45,,66
3252647,E01007128,1,2019,58,,50,,58
3252648,E01007128,1,2019,79,,55,,79
3252649,E01007128,1,2019,78,,60,,78
3252650,E01007128,1,2019,73,,65,,73
3252651,E01007128,1,2019,33,,70,,33
3252652,E01007128,1,2019,32,,75,,32
3252653,E01007128,1,2019,9,,80,,9
3252654,E01007128,1,2019,18,,85,,18
3252655,E01007129,1,2019,73,"[0,10)",0,"[0,15)",73
3252656,E01007129,1,2019,59,"[0,10)",5,"[0,15)",59
3252657,E01007129,1,2019,50,"[10,15)",10,"[0,15)",50
3252658,E01007129,1,2019,37,"[15,20)",15,"[15,25]",37
3252659,E01007129,1,2019,36,"[20,25]",20,"[15,25]",36
3252660,E01007129,1,2019,63,"[20,25]",25,"[15,25]",63
3252661,E01007129,1,2019,54,,30,,54
3252662,E01007129,1,2019,72,,35,,72
3252663,E01007129,1,2019,53,,40,,53
3252664,E01007129,1,2019,68,,45,,68
3252665,E01007129,1,2019,66,,50,,66
3252666,E01007129,1,2019,46,,55,,46
3252667,E01007129,1,2019,74,,60,,74
3252668,E01007129,1,2019,18,,65,,18
3252669,E01007129,1,2019,21,,70,,21
3252670,E01007129,1,2019,24,,75,,24
3252671,E01007129,1,2019,8,,80,,8
3252672,E01007129,1,2019,6,,85,,6
3252673,E01007130,1,2019,74,"[0,10)",0,"[0,15)",74
3252674,E01007130,1,2019,95,"[0,10)",5,"[0,15)",95
3252675,E01007130,1,2019,101,"[10,15)",10,"[0,15)",101
3252676,E01007130,1,2019,54,"[15,20)",15,"[15,25]",54
3252677,E01007130,1,2019,51,"[20,25]",20,"[15,25]",51
3252678,E01007130,1,2019,59,"[20,25]",25,"[15,25]",59
3252679,E01007130,1,2019,57,,30,,57
3252680,E01007130,1,2019,83,,35,,83
3252681,E01007130,1,2019,79,,40,,79
3252682,E01007130,1,2019,55,,45,,55
3252683,E01007130,1,2019,37,,50,,37
3252684,E01007130,1,2019,51,,55,,51
3252685,E01007130,1,2019,41,,60,,41
3252686,E01007130,1,2019,22,,65,,22
3252687,E01007130,1,2019,21,,70,,21
3252688,E01007130,1,2019,17,,75,,17
3252689,E01007130,1,2019,6,,80,,6
3252690,E01007130,1,2019,4,,85,,4
3252691,E01007131,1,2019,62,"[0,10)",0,"[0,15)",62
3252692,E01007131,1,2019,77,"[0,10)",5,"[0,15)",77
3252693,E01007131,1,2019,82,"[10,15)",10,"[0,15)",82
3252694,E01007131,1,2019,52,"[15,20)",15,"[15,25]",52
3252695,E01007131,1,2019,38,"[20,25]",20,"[15,25]",38
3252696,E01007131,1,2019,54,"[20,25]",25,"[15,25]",54
3252697,E01007131,1,2019,63,,30,,63
3252698,E01007131,1,2019,62,,35,,62
3252699,E01007131,1,2019,59,,40,,59
3252700,E01007131,1,2019,46,,45,,46
3252701,E01007131,1,2019,53,,50,,53
3252702,E01007131,1,2019,53,,55,,53
3252703,E01007131,1,2019,45,,60,,45
3252704,E01007131,1,2019,34,,65,,34
3252705,E01007131,1,2019,29,,70,,29
3252706,E01007131,1,2019,16,,75,,16
3252707,E01007131,1,2019,18,,80,,18
3252708,E01007131,1,2019,7,,85,,7
3252709,E01007133,1,2019,40,"[0,10)",0,"[0,15)",40
3252710,E01007133,1,2019,21,"[0,10)",5,"[0,15)",21
3252711,E01007133,1,2019,32,"[10,15)",10,"[0,15)",32
3252712,E01007133,1,2019,36,"[15,20)",15,"[15,25]",36
3252713,E01007133,1,2019,31,"[20,25]",20,"[15,25]",31
3252714,E01007133,1,2019,30,"[20,25]",25,"[15,25]",30
3252715,E01007133,1,2019,35,,30,,35
3252716,E01007133,1,2019,37,,35,,37
3252717,E01007133,1,2019,31,,40,,31
3252718,E01007133,1,2019,38,,45,,38
3252719,E01007133,1,2019,55,,50,,55
3252720,E01007133,1,2019,62,,55,,62
3252721,E01007133,1,2019,49,,60,,49
3252722,E01007133,1,2019,35,,65,,35
3252723,E01007133,1,2019,30,,70,,30
3252724,E01007133,1,2019,22,,75,,22
3252725,E01007133,1,2019,13,,80,,13
3252726,E01007133,1,2019,9,,85,,9
3252727,E01007135,1,2019,35,"[0,10)",0,"[0,15)",35
3252728,E01007135,1,2019,34,"[0,10)",5,"[0,15)",34
3252729,E01007135,1,2019,43,"[10,15)",10,"[0,15)",43
3252730,E01007135,1,2019,40,"[15,20)",15,"[15,25]",40
3252731,E01007135,1,2019,44,"[20,25]",20,"[15,25]",44
3252732,E01007135,1,2019,35,"[20,25]",25,"[15,25]",35
3252733,E01007135,1,2019,43,,30,,43
3252734,E01007135,1,2019,36,,35,,36
3252735,E01007135,1,2019,50,,40,,50
3252736,E01007135,1,2019,52,,45,,52
3252737,E01007135,1,2019,62,,50,,62
3252738,E01007135,1,2019,59,,55,,59
3252739,E01007135,1,2019,48,,60,,48
3252740,E01007135,1,2019,37,,65,,37
3252741,E01007135,1,2019,56,,70,,56
3252742,E01007135,1,2019,33,,75,,33
3252743,E01007135,1,2019,27,,80,,27
3252744,E01007135,1,2019,28,,85,,28
3252745,E01007136,1,2019,61,"[0,10)",0,"[0,15)",61
3252746,E01007136,1,2019,66,"[0,10)",5,"[0,15)",66
3252747,E01007136,1,2019,56,"[10,15)",10,"[0,15)",56
3252748,E01007136,1,2019,42,"[15,20)",15,"[15,25]",42
3252749,E01007136,1,2019,38,"[20,25]",20,"[15,25]",38
3252750,E01007136,1,2019,57,"[20,25]",25,"[15,25]",57
3252751,E01007136,1,2019,66,,30,,66
3252752,E01007136,1,2019,52,,35,,52
3252753,E01007136,1,2019,55,,40,,55
3252754,E01007136,1,2019,41,,45,,41
3252755,E01007136,1,2019,43,,50,,43
3252756,E01007136,1,2019,63,,55,,63
3252757,E01007136,1,2019,36,,60,,36
3252758,E01007136,1,2019,26,,65,,26
3252759,E01007136,1,2019,39,,70,,39
3252760,E01007136,1,2019,15,,75,,15
3252761,E01007136,1,2019,15,,80,,15
3252762,E01007136,1,2019,7,,85,,7
3252763,E01007137,1,2019,43,"[0,10)",0,"[0,15)",43
3252764,E01007137,1,2019,46,"[0,10)",5,"[0,15)",46
3252765,E01007137,1,2019,59,"[10,15)",10,"[0,15)",59
3252766,E01007137,1,2019,58,"[15,20)",15,"[15,25]",58
3252767,E01007137,1,2019,36,"[20,25]",20,"[15,25]",36
3252768,E01007137,1,2019,30,"[20,25]",25,"[15,25]",30
3252769,E01007137,1,2019,55,,30,,55
3252770,E01007137,1,2019,53,,35,,53
3252771,E01007137,1,2019,50,,40,,50
3252772,E01007137,1,2019,58,,45,,58
3252773,E01007137,1,2019,49,,50,,49
3252774,E01007137,1,2019,61,,55,,61
3252775,E01007137,1,2019,48,,60,,48
3252776,E01007137,1,2019,36,,65,,36
3252777,E01007137,1,2019,40,,70,,40
3252778,E01007137,1,2019,27,,75,,27
3252779,E01007137,1,2019,20,,80,,20
3252780,E01007137,1,2019,14,,85,,14
3252781,E01007138,1,2019,60,"[0,10)",0,"[0,15)",60
3252782,E01007138,1,2019,76,"[0,10)",5,"[0,15)",76
3252783,E01007138,1,2019,61,"[10,15)",10,"[0,15)",61
